country,lead_time_group,n_obs,variable,rmse
Iraq,13-18h,928,apparent_temperature,1.4386296161325864
Iraq,13-18h,928,precipitation,0.3912568166201378
Iraq,13-18h,928,rain,0.39623769425034205
Iraq,13-18h,928,showers,0.1013911850892034
Iraq,13-18h,928,snowfall,0
Iraq,13-18h,928,snow_depth,0
Iraq,13-18h,928,weather_code,16.404438528894424
Iraq,13-18h,928,pressure_msl,0.57767369383738
Iraq,13-18h,928,surface_pressure,0.5666561019975302
Iraq,13-18h,928,cloud_cover,30.06275763385196
Iraq,13-18h,928,wind_speed_10m,3.1129457165975056
Iraq,13-18h,928,wind_gusts_10m,6.016487762806469
Iraq,19-24h,276,temperature_2m,1.5720152302245585
Iraq,19-24h,276,relative_humidity_2m,8.665273020611592
Iraq,19-24h,276,dew_point_2m,1.7946175564484605
Iraq,19-24h,276,apparent_temperature,1.402094706222583
Iraq,19-24h,276,precipitation,0.1090140264874869
Iraq,19-24h,276,rain,0.10425720702853739
Iraq,19-24h,276,showers,0.07372097807744857
Iraq,19-24h,276,snowfall,0
Iraq,19-24h,276,snow_depth,0
Iraq,19-24h,276,weather_code,15.60518308545064
Iraq,19-24h,276,pressure_msl,0.605530070819502
Iraq,19-24h,276,surface_pressure,0.5909339206296412
Iraq,19-24h,276,cloud_cover,34.99751543976403
Iraq,19-24h,276,wind_speed_10m,3.1343700104357244
Iraq,19-24h,276,wind_gusts_10m,5.74151547938347
Iraq,7-12h,1476,temperature_2m,1.3930868806038512
Iraq,7-12h,1476,relative_humidity_2m,9.546704478282752
Iraq,7-12h,1476,dew_point_2m,2.1871111733409543
Iraq,7-12h,1476,apparent_temperature,1.2068571021627417
Iraq,7-12h,1476,precipitation,0.29007988807122537
Iraq,7-12h,1476,rain,0.28425245468523214
Iraq,7-12h,1476,showers,0.12230841996157066
Iraq,7-12h,1476,snowfall,0
Iraq,7-12h,1476,snow_depth,0
Iraq,7-12h,1476,weather_code,16.519225885259832
Iraq,7-12h,1476,pressure_msl,0.48366262962460843
Iraq,7-12h,1476,surface_pressure,0.4779841364400573
Iraq,7-12h,1476,cloud_cover,28.980322265129935
Iraq,7-12h,1476,wind_speed_10m,3.0713290821114083
Iraq,7-12h,1476,wind_gusts_10m,6.0531017379857825
Ireland,0h,372,temperature_2m,0.8386176541741016
Ireland,0h,372,relative_humidity_2m,5.795344813328741
Ireland,0h,372,dew_point_2m,0.7750823750879922
Ireland,0h,372,apparent_temperature,1.0061103639840556
Ireland,0h,372,precipitation,0.49627645781423596
Ireland,0h,372,rain,0.49627645781423596
Ireland,0h,372,showers,0
Ireland,0h,372,snowfall,0
Ireland,0h,372,snow_depth,0
Ireland,0h,372,weather_code,18.76266597284624
Ireland,0h,372,pressure_msl,0.4785169742273009
Ireland,0h,372,surface_pressure,0.47784237289438725
Ireland,0h,372,cloud_cover,31.666100730653135
Ireland,0h,372,wind_speed_10m,4.2690055753243685
Ireland,0h,372,wind_gusts_10m,8.099588466911966
Ireland,1-6h,2036,temperature_2m,0.8888746997339456
Ireland,1-6h,2036,relative_humidity_2m,6.001064083770857
Ireland,1-6h,2036,dew_point_2m,0.8241027746004291
Ireland,1-6h,2036,apparent_temperature,1.1039178310015394
Ireland,1-6h,2036,precipitation,0.4501145892086454
Ireland,1-6h,2036,rain,0.4501145892086454
Ireland,1-6h,2036,showers,0
Ireland,1-6h,2036,snowfall,0
Ireland,1-6h,2036,snow_depth,3.1341957040361134e-4
Ireland,1-6h,2036,weather_code,18.421926800239948
Ireland,1-6h,2036,pressure_msl,0.5745674036831941
Ireland,1-6h,2036,surface_pressure,0.5756861456648182
Ireland,1-6h,2036,cloud_cover,32.30621537820344
Ireland,1-6h,2036,wind_speed_10m,4.297604075046306
Ireland,1-6h,2036,wind_gusts_10m,7.936744023681624
Ireland,13-18h,928,temperature_2m,0.943512330201031
Ireland,13-18h,928,relative_humidity_2m,6.28593119867556
Ireland,13-18h,928,dew_point_2m,0.9144199216462031
Ireland,13-18h,928,apparent_temperature,1.1953393689227139
Ireland,13-18h,928,precipitation,0.5098385478046812
Ireland,13-18h,928,rain,0.5098385478046812
Ireland,13-18h,928,showers,0
Ireland,13-18h,928,snowfall,0
Ireland,13-18h,928,snow_depth,0
Ireland,13-18h,928,weather_code,18.842015596112265
Ireland,13-18h,928,pressure_msl,1.1958260743101383
Ireland,13-18h,928,surface_pressure,1.1954565568477806
Ireland,13-18h,928,cloud_cover,37.39975105947023
Ireland,13-18h,928,wind_speed_10m,5.019543700927131
Ireland,13-18h,928,wind_gusts_10m,9.026723973272649
Ireland,19-24h,276,temperature_2m,1.073022279169544
Ireland,19-24h,276,relative_humidity_2m,6.181435507027169
Ireland,19-24h,276,dew_point_2m,1.0288237268208607
Ireland,19-24h,276,apparent_temperature,1.3281784409538098
Ireland,19-24h,276,precipitation,0.32426058585068873
Ireland,19-24h,276,rain,0.32426058585068873
Ireland,19-24h,276,showers,0
Ireland,19-24h,276,snowfall,0
Ireland,19-24h,276,snow_depth,0
Ireland,19-24h,276,weather_code,17.1411446694703
Ireland,19-24h,276,pressure_msl,1.2831968683325832
Ireland,19-24h,276,surface_pressure,1.2815298828274393
Ireland,19-24h,276,cloud_cover,31.80545482337486
Ireland,19-24h,276,wind_speed_10m,5.878867829482284
Ireland,19-24h,276,wind_gusts_10m,9.213718505340402
Ireland,7-12h,1476,temperature_2m,0.8650704500032553
Ireland,7-12h,1476,relative_humidity_2m,5.7962234223725035
Ireland,7-12h,1476,dew_point_2m,0.8346168976564389
Ireland,7-12h,1476,apparent_temperature,1.0910264677758894
Ireland,7-12h,1476,precipitation,0.4787206301533467
Ireland,7-12h,1476,rain,0.4787206301533467
Ireland,7-12h,1476,showers,0
Ireland,7-12h,1476,snowfall,0
Ireland,7-12h,1476,snow_depth,0
Ireland,7-12h,1476,weather_code,20.216712075767205
Ireland,7-12h,1476,pressure_msl,0.8649137996117389
Ireland,7-12h,1476,surface_pressure,0.8655402310689617
Ireland,7-12h,1476,cloud_cover,31.768791251178815
Ireland,7-12h,1476,wind_speed_10m,4.616640984930476
Ireland,7-12h,1476,wind_gusts_10m,8.143267457111351
Italy,0h,3348,temperature_2m,1.5112303610969027
Italy,0h,3348,relative_humidity_2m,10.069175314658285
Italy,0h,3348,dew_point_2m,1.5284986894752637
Italy,0h,3348,apparent_temperature,1.6697301594140503
Italy,0h,3348,precipitation,0.526382800865107
Italy,0h,3348,rain,0.5261841626263615
Italy,0h,3348,showers,0.2089113844365413
Italy,0h,3348,snowfall,0.06010047342255544
Italy,0h,3348,snow_depth,0.003167939755409943
Italy,0h,3348,weather_code,23.68531245908208
Italy,0h,3348,pressure_msl,0.42883660795248013
Italy,0h,3348,surface_pressure,0.4152916379653197
Italy,0h,3348,cloud_cover,29.523263006355062
Italy,0h,3348,wind_speed_10m,3.504161206146471
Italy,0h,3348,wind_gusts_10m,6.673598546715558
Italy,1-6h,18324,temperature_2m,1.557360298072843
Italy,1-6h,18324,relative_humidity_2m,10.341795761690117
Italy,1-6h,18324,dew_point_2m,1.5327698204292404
Italy,1-6h,18324,apparent_temperature,1.7028870409325287
Italy,1-6h,18324,precipitation,0.6268748347975936
Italy,1-6h,18324,rain,0.6263104576384655
Italy,1-6h,18324,showers,0.2066959228927686
Italy,1-6h,18324,snowfall,0.06015905208442874
Italy,1-6h,18324,snow_depth,0.003812913638226504
Italy,1-6h,18324,weather_code,23.14234682452507
Italy,1-6h,18324,pressure_msl,0.44668123015286865
Italy,1-6h,18324,surface_pressure,0.4349561572899763
Italy,1-6h,18324,cloud_cover,29.629318742456917
Italy,1-6h,18324,wind_speed_10m,3.5292356476597746
Italy,1-6h,18324,wind_gusts_10m,6.788209422548378
Italy,13-18h,8352,temperature_2m,1.7603817669804585
Italy,13-18h,8352,relative_humidity_2m,10.736135584077424
Italy,13-18h,8352,dew_point_2m,1.4214557321518786
Italy,13-18h,8352,apparent_temperature,1.9186883390818676
Italy,13-18h,8352,precipitation,0.6016201784186264
Italy,13-18h,8352,rain,0.5970794180154132
Italy,13-18h,8352,showers,0.20487941505344962
Italy,13-18h,8352,snowfall,0.02315665871648752
Italy,13-18h,8352,snow_depth,0.003639002221042323
Italy,13-18h,8352,weather_code,23.4373400377683
Italy,13-18h,8352,pressure_msl,0.5273710370583223
Italy,13-18h,8352,surface_pressure,0.524235440365173
Italy,13-18h,8352,cloud_cover,29.920324433004485
Italy,13-18h,8352,wind_speed_10m,3.6830911529058072
Italy,13-18h,8352,wind_gusts_10m,7.178755174963761
Italy,19-24h,2484,temperature_2m,1.7416998933566363
Italy,19-24h,2484,relative_humidity_2m,9.431633823794867
Italy,19-24h,2484,dew_point_2m,1.453960663259484
Italy,19-24h,2484,apparent_temperature,1.978941062656642
Italy,19-24h,2484,precipitation,0.8310064131010885
Italy,19-24h,2484,rain,0.8275597093042703
Italy,19-24h,2484,showers,0.16357027081460718
Italy,19-24h,2484,snowfall,0.032089096978997964
Italy,19-24h,2484,snow_depth,0.0031851102863530304
Italy,19-24h,2484,weather_code,26.584444496941252
Italy,19-24h,2484,pressure_msl,0.576065839858477
Italy,19-24h,2484,surface_pressure,0.5862212846058742
Italy,19-24h,2484,cloud_cover,28.728292932487562
Italy,19-24h,2484,wind_speed_10m,3.772117811764276
Italy,19-24h,2484,wind_gusts_10m,7.561172961514982
Italy,7-12h,13284,temperature_2m,1.5316872866198157
Italy,7-12h,13284,relative_humidity_2m,10.80937173539989
Italy,7-12h,13284,dew_point_2m,1.571613305815767
Italy,7-12h,13284,apparent_temperature,1.6574578474608654
Italy,7-12h,13284,precipitation,0.6057570088318177
Italy,7-12h,13284,rain,0.6134955943802683
Italy,7-12h,13284,showers,0.21032785093289189
Italy,7-12h,13284,snowfall,0.040841236814164794
Italy,7-12h,13284,snow_depth,0.0039245365781461206
Italy,7-12h,13284,weather_code,22.81801918216767
Italy,7-12h,13284,pressure_msl,0.4768062221088717
Italy,7-12h,13284,surface_pressure,0.4629074944187442
Italy,7-12h,13284,cloud_cover,29.21563961842631
Italy,7-12h,13284,wind_speed_10m,3.480361084590619
Italy,7-12h,13284,wind_gusts_10m,6.7789733051966286
Japan,0h,1488,temperature_2m,1.4366038581186154
Japan,0h,1488,relative_humidity_2m,9.492852432847988
Japan,0h,1488,dew_point_2m,1.6916977856134536
Japan,0h,1488,apparent_temperature,1.4652011862297383
Japan,0h,1488,precipitation,0.5999327919348214
Japan,0h,1488,rain,0.5988115469972204
Japan,0h,1488,showers,0
Japan,0h,1488,snowfall,0.011476952126219178
Japan,0h,1488,snow_depth,0.004098911473649706
Japan,0h,1488,weather_code,12.522452952875856
Japan,0h,1488,pressure_msl,0.47432748090300025
Japan,0h,1488,surface_pressure,0.471414024818629
Japan,0h,1488,cloud_cover,32.948130464038
Japan,0h,1488,wind_speed_10m,4.580648284869449
Japan,0h,1488,wind_gusts_10m,8.387232680867436
Japan,1-6h,8144,temperature_2m,1.6219727734458451
Japan,1-6h,8144,relative_humidity_2m,9.67327247589601
Japan,1-6h,8144,dew_point_2m,1.6383324156366244
Japan,1-6h,8144,apparent_temperature,1.671895122485077
Japan,1-6h,8144,precipitation,0.3644302817486532
Japan,1-6h,8144,rain,0.3633572446365456
Japan,1-6h,8144,showers,0
Japan,1-6h,8144,snowfall,0.018680700356660192
Japan,1-6h,8144,snow_depth,0.003611132100756758
Japan,1-6h,8144,weather_code,13.235076111819613
Japan,1-6h,8144,pressure_msl,0.5233215286961327
Japan,1-6h,8144,surface_pressure,0.5210924371877813
Japan,1-6h,8144,cloud_cover,34.5712761348968
Japan,1-6h,8144,wind_speed_10m,4.458536601257684
Japan,1-6h,8144,wind_gusts_10m,8.680597620504933
Japan,13-18h,3712,temperature_2m,2.0494926832318017
Japan,13-18h,3712,relative_humidity_2m,10.458121534696504
Japan,13-18h,3712,dew_point_2m,1.535088871963961
Japan,13-18h,3712,apparent_temperature,2.176161501201219
Japan,13-18h,3712,precipitation,0.34321470861094594
Japan,13-18h,3712,rain,0.34289273983927215
Japan,13-18h,3712,showers,0
Japan,13-18h,3712,snowfall,0.02625
Japan,13-18h,3712,snow_depth,0.0023557523141275365
Japan,13-18h,3712,weather_code,12.429000951612016
Japan,13-18h,3712,pressure_msl,0.7615843852535769
Japan,13-18h,3712,surface_pressure,0.7642468684018724
Japan,13-18h,3712,cloud_cover,38.43704268020629
Japan,13-18h,3712,wind_speed_10m,4.3697536277508116
Japan,13-18h,3712,wind_gusts_10m,9.511679243217891
Japan,19-24h,1094,temperature_2m,2.051516583531454
Japan,19-24h,1094,relative_humidity_2m,10.054967757264782
Japan,19-24h,1094,dew_point_2m,1.6112719946008522
Japan,19-24h,1094,apparent_temperature,2.241318820436889
Japan,19-24h,1094,precipitation,0.47288449335805133
Japan,19-24h,1094,rain,0.4714713055490486
Japan,19-24h,1094,showers,0
Japan,19-24h,1094,snowfall,0.019164447583697782
Japan,19-24h,1094,snow_depth,0
Japan,19-24h,1094,weather_code,17.114786149292506
Japan,19-24h,1094,pressure_msl,0.9237274462097343
Japan,19-24h,1094,surface_pressure,0.9268097075471651
Japan,19-24h,1094,cloud_cover,40.98028687367414
Japan,19-24h,1094,wind_speed_10m,4.082631423710046
Japan,19-24h,1094,wind_gusts_10m,9.457828074298991
Japan,7-12h,5894,temperature_2m,1.8898304450294736
Japan,7-12h,5894,relative_humidity_2m,10.457566915994898
Japan,7-12h,5894,dew_point_2m,1.5329532633120788
Japan,7-12h,5894,apparent_temperature,1.9468532378408012
Japan,7-12h,5894,precipitation,0.42992490723009236
Japan,7-12h,5894,rain,0.42930883286223265
Japan,7-12h,5894,showers,0
Japan,7-12h,5894,snowfall,0.02087173815669673
Japan,7-12h,5894,snow_depth,0.002598582265969242
Japan,7-12h,5894,weather_code,12.571073814286844
Japan,7-12h,5894,pressure_msl,0.6147988324187034
Japan,7-12h,5894,surface_pressure,0.6151519685006189
Japan,7-12h,5894,cloud_cover,35.08385901261192
Japan,7-12h,5894,wind_speed_10m,4.557595077196129
Japan,7-12h,5894,wind_gusts_10m,8.947752616816937
Latvia,0h,372,temperature_2m,0.922683090785512
Latvia,0h,372,relative_humidity_2m,4.800313609826776
Latvia,0h,372,dew_point_2m,0.7178971681835926
Latvia,0h,372,apparent_temperature,0.8461487705690317
Latvia,0h,372,precipitation,0.10446998848771669
Latvia,0h,372,rain,0.10676071123014118
Latvia,0h,372,showers,0
Latvia,0h,372,snowfall,0.045038812413915996
Latvia,0h,372,snow_depth,0.003592106040535498
Latvia,0h,372,weather_code,16.547097981607024
Latvia,0h,372,pressure_msl,0.3284044189191074
Latvia,0h,372,surface_pressure,0.32378806290136475
Latvia,0h,372,cloud_cover,24.050797496446013
Latvia,0h,372,wind_speed_10m,3.0347184595992194
Latvia,0h,372,wind_gusts_10m,4.017220994186035
Latvia,1-6h,2036,temperature_2m,0.9634274930585797
Latvia,1-6h,2036,relative_humidity_2m,5.1152724060228945
Latvia,1-6h,2036,dew_point_2m,0.798125259137364
Latvia,1-6h,2036,apparent_temperature,0.9211443297485459
Latvia,1-6h,2036,precipitation,0.19134001663174524
Latvia,1-6h,2036,rain,0.1677307225432249
Latvia,1-6h,2036,showers,0
Latvia,1-6h,2036,snowfall,0.07410832086887362
Latvia,1-6h,2036,snow_depth,0.003361050448576783
Latvia,1-6h,2036,weather_code,18.919382271635484
Latvia,1-6h,2036,pressure_msl,0.34545889300805477
Latvia,1-6h,2036,surface_pressure,0.3448185081116536
Latvia,1-6h,2036,cloud_cover,25.40425609809976
Latvia,1-6h,2036,wind_speed_10m,3.0706353693835475
Latvia,1-6h,2036,wind_gusts_10m,3.960021233893578
Latvia,13-18h,928,temperature_2m,1.1956368235350998
Latvia,13-18h,928,relative_humidity_2m,5.334500590657399
Latvia,13-18h,928,dew_point_2m,0.9496029115662885
Latvia,13-18h,928,apparent_temperature,1.1273729762532925
Latvia,13-18h,928,precipitation,0.17708122040659663
Latvia,13-18h,928,rain,0.16860226611149398
Latvia,13-18h,928,showers,0
Latvia,13-18h,928,snowfall,0.03249668418098408
Latvia,13-18h,928,snow_depth,0.0033797061696401137
Latvia,13-18h,928,weather_code,16.36214617909909
Latvia,13-18h,928,pressure_msl,0.5569312469175232
Latvia,13-18h,928,surface_pressure,0.5567183711964143
Latvia,13-18h,928,cloud_cover,30.72051431861127
Latvia,13-18h,928,wind_speed_10m,3.064303656061475
Latvia,13-18h,928,wind_gusts_10m,4.493110147003237
Latvia,19-24h,272,temperature_2m,1.2094298608167793
Latvia,19-24h,272,relative_humidity_2m,5.683438271700969
Latvia,19-24h,272,dew_point_2m,0.9478303397450287
Latvia,19-24h,272,apparent_temperature,1.149200489342866
Latvia,19-24h,272,precipitation,0.12217393579743306
Latvia,19-24h,272,rain,0.10947736806138089
Latvia,19-24h,272,showers,0
Latvia,19-24h,272,snowfall,0.0389003251158348
Latvia,19-24h,272,snow_depth,0.0025724787771376325
Latvia,19-24h,272,weather_code,13.243477862040354
Latvia,19-24h,272,pressure_msl,0.6929264454641179
Latvia,19-24h,272,surface_pressure,0.6940397513619678
Latvia,19-24h,272,cloud_cover,28.77741659500298
Latvia,19-24h,272,wind_speed_10m,3.091544445552017
Latvia,19-24h,272,wind_gusts_10m,4.664659056956581
Latvia,7-12h,1470,temperature_2m,1.061112238961303
Latvia,7-12h,1470,relative_humidity_2m,5.295101060234378
Latvia,7-12h,1470,dew_point_2m,0.8398493548104387
Latvia,7-12h,1470,apparent_temperature,1.0173595274843918
Latvia,7-12h,1470,precipitation,0.1705134303565933
Latvia,7-12h,1470,rain,0.14451419909993826
Latvia,7-12h,1470,showers,0
Latvia,7-12h,1470,snowfall,0.0570379990298865
Latvia,7-12h,1470,snow_depth,0.0033806170189140663
Latvia,7-12h,1470,weather_code,17.162013106787647
Latvia,7-12h,1470,pressure_msl,0.42421596348260004
Latvia,7-12h,1470,surface_pressure,0.4242961358348113
Latvia,7-12h,1470,cloud_cover,28.31025871127496
Latvia,7-12h,1470,wind_speed_10m,3.054752069167256
Latvia,7-12h,1470,wind_gusts_10m,4.094623984962635
Lebanon,0h,372,temperature_2m,1.70012649750743
Lebanon,0h,372,relative_humidity_2m,11.09538313361555
Lebanon,0h,372,dew_point_2m,3.258141168053917
Lebanon,0h,372,apparent_temperature,2.711326303228854
Lebanon,0h,372,precipitation,0.34873041626133855
Lebanon,0h,372,rain,0.298292632533316
Lebanon,0h,372,showers,0.15467621401752663
Lebanon,0h,372,snowfall,0
Lebanon,0h,372,snow_depth,0
Lebanon,0h,372,weather_code,19.209232771141952
Lebanon,0h,372,pressure_msl,0.554454105259134
Lebanon,0h,372,surface_pressure,0.543732619299528
Lebanon,0h,372,cloud_cover,27.96618541885397
Lebanon,0h,372,wind_speed_10m,6.187200628143816
Lebanon,0h,372,wind_gusts_10m,14.47106493766466
Lebanon,1-6h,2036,temperature_2m,1.7123726344732126
Lebanon,1-6h,2036,relative_humidity_2m,11.089872191595951
Lebanon,1-6h,2036,dew_point_2m,3.18049062703912
Lebanon,1-6h,2036,apparent_temperature,2.6484769690149754
Lebanon,1-6h,2036,precipitation,0.43535997796372333
Lebanon,1-6h,2036,rain,0.38914545439441406
Lebanon,1-6h,2036,showers,0.17715831553240446
Lebanon,1-6h,2036,snowfall,0
Lebanon,1-6h,2036,snow_depth,0
Lebanon,1-6h,2036,weather_code,18.06172564298211
Lebanon,1-6h,2036,pressure_msl,0.5200309798841717
Lebanon,1-6h,2036,surface_pressure,0.5135396637529971
Lebanon,1-6h,2036,cloud_cover,27.061579344539837
Lebanon,1-6h,2036,wind_speed_10m,6.1214805854430985
Lebanon,1-6h,2036,wind_gusts_10m,14.360317307185968
Lebanon,13-18h,928,temperature_2m,1.7151078180645691
Lebanon,13-18h,928,relative_humidity_2m,10.882206292526504
Lebanon,13-18h,928,dew_point_2m,3.2061968554444795
Lebanon,13-18h,928,apparent_temperature,2.8817948190859015
Lebanon,13-18h,928,precipitation,0.2470079574315021
Lebanon,13-18h,928,rain,0.22351039472857664
Lebanon,13-18h,928,showers,0.1460691853080304
Lebanon,13-18h,928,snowfall,0
Lebanon,13-18h,928,snow_depth,0
Lebanon,13-18h,928,weather_code,16.677596990553237
Lebanon,13-18h,928,pressure_msl,0.47288549317479583
Lebanon,13-18h,928,surface_pressure,0.4657446762425495
Lebanon,13-18h,928,cloud_cover,28.904420375461246
Lebanon,13-18h,928,wind_speed_10m,6.0855396723255595
Lebanon,13-18h,928,wind_gusts_10m,13.759380029387351
Lebanon,19-24h,272,temperature_2m,2.0309733974566164
Lebanon,19-24h,272,relative_humidity_2m,11.541166726625375
Lebanon,19-24h,272,dew_point_2m,3.931518566062498
Lebanon,19-24h,272,apparent_temperature,3.640963834901251
Lebanon,19-24h,272,precipitation,0.373772500798201
Lebanon,19-24h,272,rain,0.26009048199334284
Lebanon,19-24h,272,showers,0.314712754185557
Lebanon,19-24h,272,snowfall,0
Lebanon,19-24h,272,snow_depth,0
Lebanon,19-24h,272,weather_code,22.227103222126335
Lebanon,19-24h,272,pressure_msl,0.4346228926592904
Lebanon,19-24h,272,surface_pressure,0.4314817152420695
Lebanon,19-24h,272,cloud_cover,28.519214369180897
Lebanon,19-24h,272,wind_speed_10m,8.148380387609336
Lebanon,19-24h,272,wind_gusts_10m,17.863697578510184
Lebanon,7-12h,1470,temperature_2m,1.5471720966326399
Lebanon,7-12h,1470,relative_humidity_2m,10.942086259058657
Lebanon,7-12h,1470,dew_point_2m,2.967715170519795
Lebanon,7-12h,1470,apparent_temperature,2.3396551871072417
Lebanon,7-12h,1470,precipitation,0.3479971850695441
Lebanon,7-12h,1470,rain,0.32478145451561563
Lebanon,7-12h,1470,showers,0.17888543819998318
Lebanon,7-12h,1470,snowfall,0
Lebanon,7-12h,1470,snow_depth,0
Lebanon,7-12h,1470,weather_code,19.70693444719707
Lebanon,7-12h,1470,pressure_msl,0.4802918613810173
Lebanon,7-12h,1470,surface_pressure,0.4712553794420395
Lebanon,7-12h,1470,cloud_cover,29.53268683741347
Lebanon,7-12h,1470,wind_speed_10m,5.470788225614643
Lebanon,7-12h,1470,wind_gusts_10m,12.396151476509612
Libya,0h,372,temperature_2m,0.9911706991425391
Libya,0h,372,relative_humidity_2m,10.303460114086949
Libya,0h,372,dew_point_2m,2.880776105104653
Libya,0h,372,apparent_temperature,1.1623807604473089
Libya,0h,372,precipitation,0.3913720008007122
Libya,0h,372,rain,0.4024788780940286
Libya,0h,372,showers,0.11192355301914834
Libya,0h,372,snowfall,0
Libya,0h,372,snow_depth,0
Libya,0h,372,weather_code,14.827321483180683
Libya,0h,372,pressure_msl,0.4414053802089644
Libya,0h,372,surface_pressure,0.44341053576319867
Libya,0h,372,cloud_cover,27.83988397578097
Libya,0h,372,wind_speed_10m,3.663522601194425
Libya,0h,372,wind_gusts_10m,6.599446050392639
Libya,1-6h,2036,temperature_2m,0.9282141630122345
Libya,1-6h,2036,relative_humidity_2m,9.074186709566792
Libya,1-6h,2036,dew_point_2m,2.6960551112810793
Libya,1-6h,2036,apparent_temperature,1.047862451418285
Libya,1-6h,2036,precipitation,0.391435823512965
Libya,1-6h,2036,rain,0.39148601081024326
Libya,1-6h,2036,showers,0.080335739501528
Libya,1-6h,2036,snowfall,0
Libya,1-6h,2036,snow_depth,0
Libya,1-6h,2036,weather_code,17.97293861874903
Libya,1-6h,2036,pressure_msl,0.45181363405879543
Libya,1-6h,2036,surface_pressure,0.45209618741138297
Libya,1-6h,2036,cloud_cover,32.898083378524554
Libya,1-6h,2036,wind_speed_10m,3.362448647003075
Libya,1-6h,2036,wind_gusts_10m,6.213543576100691
Libya,13-18h,928,temperature_2m,1.1100442675236284
Libya,13-18h,928,relative_humidity_2m,10.323746479806173
Libya,13-18h,928,dew_point_2m,3.0637092967793818
Libya,13-18h,928,apparent_temperature,1.0451035256424814
Libya,13-18h,928,precipitation,0.5002585538395673
Libya,13-18h,928,rain,0.5074870475670052
Libya,13-18h,928,showers,0.08173759528367971
Libya,13-18h,928,snowfall,0
Libya,13-18h,928,snow_depth,0
Libya,13-18h,928,weather_code,14.331211417380429
Libya,13-18h,928,pressure_msl,0.5103455556844746
Libya,13-18h,928,surface_pressure,0.5094368087103328
Libya,13-18h,928,cloud_cover,34.38489669447409
Libya,13-18h,928,wind_speed_10m,3.7265184361777166
Libya,13-18h,928,wind_gusts_10m,6.908877347796569
Libya,19-24h,272,temperature_2m,1.1185599986537311
Libya,19-24h,272,relative_humidity_2m,11.455476470949193
Libya,19-24h,272,dew_point_2m,3.7089418976306434
Libya,19-24h,272,apparent_temperature,1.2528790373986394
Libya,19-24h,272,precipitation,0.8248440137740126
Libya,19-24h,272,rain,0.8247548655420556
Libya,19-24h,272,showers,0.1028991510855053
Libya,19-24h,272,snowfall,0
Libya,19-24h,272,snow_depth,0
Libya,19-24h,272,weather_code,16.826974143426067
Libya,19-24h,272,pressure_msl,0.6034216163337388
Libya,19-24h,272,surface_pressure,0.605246668236816
Libya,19-24h,272,cloud_cover,38.60661327072467
Libya,19-24h,272,wind_speed_10m,3.760974138516275
Libya,19-24h,272,wind_gusts_10m,6.456728137012903
Libya,7-12h,1464,temperature_2m,1.001303794868214
Libya,7-12h,1464,relative_humidity_2m,9.349761108546316
Libya,7-12h,1464,dew_point_2m,2.835672451353668
Libya,7-12h,1464,apparent_temperature,0.9608810278732617
Libya,7-12h,1464,precipitation,0.38881211836564217
Libya,7-12h,1464,rain,0.39847729296092205
Libya,7-12h,1464,showers,0.08565083521933976
Libya,7-12h,1464,snowfall,0
Libya,7-12h,1464,snow_depth,0
Libya,7-12h,1464,weather_code,16.293416149968845
Libya,7-12h,1464,pressure_msl,0.4636072626578175
Libya,7-12h,1464,surface_pressure,0.46261905866773817
Libya,7-12h,1464,cloud_cover,33.49066014488055
Libya,7-12h,1464,wind_speed_10m,3.3006416001555814
Libya,7-12h,1464,wind_gusts_10m,6.417731797197903
Luxembourg,0h,372,temperature_2m,1.1145421934925877
Luxembourg,0h,372,relative_humidity_2m,14.419222534333246
Luxembourg,0h,372,dew_point_2m,6.896601937154985
Luxembourg,0h,372,apparent_temperature,1.308881982078886
Luxembourg,0h,372,precipitation,0.23024064082644496
Luxembourg,0h,372,rain,0.23047403231143518
Luxembourg,0h,372,showers,0.024318672855696003
Luxembourg,0h,372,snowfall,0.015397947077242095
Luxembourg,0h,372,snow_depth,0.001270001270001905
Luxembourg,0h,372,weather_code,21.04616022496868
Luxembourg,0h,372,pressure_msl,0.35141801839961245
Luxembourg,0h,372,surface_pressure,0.3016977052884919
Luxembourg,0h,372,cloud_cover,41.49212906315544
Luxembourg,0h,372,wind_speed_10m,2.8501367633663603
Luxembourg,0h,372,wind_gusts_10m,4.826862557659751
Luxembourg,1-6h,2036,temperature_2m,1.158156349404523
Luxembourg,1-6h,2036,relative_humidity_2m,13.80736826725439
Luxembourg,1-6h,2036,dew_point_2m,6.6799718244644195
Luxembourg,1-6h,2036,apparent_temperature,1.3190980427418664
Luxembourg,1-6h,2036,precipitation,0.21804633526432035
Luxembourg,1-6h,2036,rain,0.211366589059223
Luxembourg,1-6h,2036,showers,0.015670978520180567
Luxembourg,1-6h,2036,snowfall,0.039061937618741494
Luxembourg,1-6h,2036,snow_depth,0.0011300503318241164
Luxembourg,1-6h,2036,weather_code,20.730068894846173
Luxembourg,1-6h,2036,pressure_msl,0.41651798263997636
Luxembourg,1-6h,2036,surface_pressure,0.3578751963864005
Luxembourg,1-6h,2036,cloud_cover,39.823197177007536
Luxembourg,1-6h,2036,wind_speed_10m,3.022942723770735
Luxembourg,1-6h,2036,wind_gusts_10m,5.107758265522918
Luxembourg,13-18h,928,temperature_2m,1.2989219668101963
Luxembourg,13-18h,928,relative_humidity_2m,15.449375057107405
Luxembourg,13-18h,928,dew_point_2m,7.457445365492821
