country,lead_time_group,n_obs,variable,rmse
Ecuador,19-24h,552,surface_pressure,0.6979524920504393
Ecuador,19-24h,552,cloud_cover,25.566338829785938
Ecuador,19-24h,552,wind_speed_10m,5.561298722264509
Ecuador,19-24h,552,wind_gusts_10m,10.363162882418486
Ecuador,7-12h,2956,temperature_2m,2.5616115740999694
Ecuador,7-12h,2956,relative_humidity_2m,19.358591746945297
Ecuador,7-12h,2956,dew_point_2m,2.8774083870230203
Ecuador,7-12h,2956,apparent_temperature,3.0164725924857767
Ecuador,7-12h,2956,precipitation,0.8671329892868841
Ecuador,7-12h,2956,rain,0.8220325316465587
Ecuador,7-12h,2956,showers,0.35126795265184174
Ecuador,7-12h,2956,snowfall,0
Ecuador,7-12h,2956,snow_depth,0
Ecuador,7-12h,2956,weather_code,32.59575256456488
Ecuador,7-12h,2956,pressure_msl,2.1692275210058183
Ecuador,7-12h,2956,surface_pressure,0.9873318016773892
Ecuador,7-12h,2956,cloud_cover,33.35172586843517
Ecuador,7-12h,2956,wind_speed_10m,4.709819012292521
Ecuador,7-12h,2956,wind_gusts_10m,8.368708632028858
Egypt,0h,372,temperature_2m,1.1189953251173164
Egypt,0h,372,relative_humidity_2m,9.610422209963694
Egypt,0h,372,dew_point_2m,2.2179861058156787
Egypt,0h,372,apparent_temperature,0.9546715924664175
Egypt,0h,372,precipitation,0.02743516305843672
Egypt,0h,372,rain,0.02743516305843672
Egypt,0h,372,showers,0
Egypt,0h,372,snowfall,0
Egypt,0h,372,snow_depth,0
Egypt,0h,372,weather_code,6.733003292241386
Egypt,0h,372,pressure_msl,0.3843721315130316
Egypt,0h,372,surface_pressure,0.38128249905551787
Egypt,0h,372,cloud_cover,34.57180465956839
Egypt,0h,372,wind_speed_10m,2.4708406997297216
Egypt,0h,372,wind_gusts_10m,5.0739107099428855
Egypt,1-6h,2038,temperature_2m,1.140515352756123
Egypt,1-6h,2038,relative_humidity_2m,9.221034536294122
Egypt,1-6h,2038,dew_point_2m,2.256953055602035
Egypt,1-6h,2038,apparent_temperature,0.925979840686715
Egypt,1-6h,2038,precipitation,0.02676543697178286
Egypt,1-6h,2038,rain,0.0244668368209614
Egypt,1-6h,2038,showers,0.01038984935299919
Egypt,1-6h,2038,snowfall,0
Egypt,1-6h,2038,snow_depth,0
Egypt,1-6h,2038,weather_code,6.810558678929095
Egypt,1-6h,2038,pressure_msl,0.368696614205761
Egypt,1-6h,2038,surface_pressure,0.365045334407548
Egypt,1-6h,2038,cloud_cover,34.52489821365727
Egypt,1-6h,2038,wind_speed_10m,2.520502777079205
Egypt,1-6h,2038,wind_gusts_10m,5.104269028567761
Egypt,13-18h,928,temperature_2m,1.1752292512967197
Egypt,13-18h,928,relative_humidity_2m,10.395518762660553
Egypt,13-18h,928,dew_point_2m,2.5095807796632434
Egypt,13-18h,928,apparent_temperature,0.8424870816568172
Egypt,13-18h,928,precipitation,0.006565321642986129
Egypt,13-18h,928,rain,0
Egypt,13-18h,928,showers,0.006565321642986129
Egypt,13-18h,928,snowfall,0
Egypt,13-18h,928,snow_depth,0
Egypt,13-18h,928,weather_code,1.1962585350828727
Egypt,13-18h,928,pressure_msl,0.4440943904016481
Egypt,13-18h,928,surface_pressure,0.44124627574866626
Egypt,13-18h,928,cloud_cover,34.95767144853113
Egypt,13-18h,928,wind_speed_10m,2.8607894678410615
Egypt,13-18h,928,wind_gusts_10m,5.676729570861172
Egypt,19-24h,276,temperature_2m,1.1003293314645208
Egypt,19-24h,276,relative_humidity_2m,10.733598880503045
Egypt,19-24h,276,dew_point_2m,2.0569606113199495
Egypt,19-24h,276,apparent_temperature,0.8422278943890167
Egypt,19-24h,276,precipitation,0
Egypt,19-24h,276,rain,0
Egypt,19-24h,276,showers,0
Egypt,19-24h,276,snowfall,0
Egypt,19-24h,276,snow_depth,0
Egypt,19-24h,276,weather_code,1.0700128673207085
Egypt,19-24h,276,pressure_msl,0.4354740878162787
Egypt,19-24h,276,surface_pressure,0.4347246338159091
Egypt,19-24h,276,cloud_cover,32.0105281593959
Egypt,19-24h,276,wind_speed_10m,2.7703790354390136
Egypt,19-24h,276,wind_gusts_10m,5.648419042631258
Egypt,7-12h,1478,temperature_2m,1.1116433847619387
Egypt,7-12h,1478,relative_humidity_2m,9.16212418716913
Egypt,7-12h,1478,dew_point_2m,2.574216382992735
Egypt,7-12h,1478,apparent_temperature,0.8061838134081788
Egypt,7-12h,1478,precipitation,0.03099609299226024
Egypt,7-12h,1478,rain,0.03033417843945592
Egypt,7-12h,1478,showers,0.006371451890118298
Egypt,7-12h,1478,snowfall,0
Egypt,7-12h,1478,snow_depth,0
Egypt,7-12h,1478,weather_code,5.66414547644648
Egypt,7-12h,1478,pressure_msl,0.418612955479476
Egypt,7-12h,1478,surface_pressure,0.41611646126648294
Egypt,7-12h,1478,cloud_cover,33.15078113077449
Egypt,7-12h,1478,wind_speed_10m,2.56321432170598
Egypt,7-12h,1478,wind_gusts_10m,4.991173535468762
Estonia,0h,372,temperature_2m,1.0787786802028556
Estonia,0h,372,relative_humidity_2m,6.856046699380483
Estonia,0h,372,dew_point_2m,0.9404014242384352
Estonia,0h,372,apparent_temperature,0.8817748475208567
Estonia,0h,372,precipitation,0.2234865467072678
Estonia,0h,372,rain,0.22432695033178982
Estonia,0h,372,showers,0
Estonia,0h,372,snowfall,0.045038812413915996
Estonia,0h,372,snow_depth,0.005726752912840852
Estonia,0h,372,weather_code,21.89245463378817
Estonia,0h,372,pressure_msl,0.39533570870925294
Estonia,0h,372,surface_pressure,0.392058257685459
Estonia,0h,372,cloud_cover,21.56211332830796
Estonia,0h,372,wind_speed_10m,4.147683639080068
Estonia,0h,372,wind_gusts_10m,4.7317731791956
Estonia,1-6h,2038,temperature_2m,1.179423687876848
Estonia,1-6h,2038,relative_humidity_2m,6.92196798781514
Estonia,1-6h,2038,dew_point_2m,0.9859015988974446
Estonia,1-6h,2038,apparent_temperature,1.0172602663331813
Estonia,1-6h,2038,precipitation,0.22091343959105994
Estonia,1-6h,2038,rain,0.1869910495199939
Estonia,1-6h,2038,showers,0
Estonia,1-6h,2038,snowfall,0.08458871228088631
Estonia,1-6h,2038,snow_depth,0.006265314896766386
Estonia,1-6h,2038,weather_code,20.55686958523255
Estonia,1-6h,2038,pressure_msl,0.35800121161411524
Estonia,1-6h,2038,surface_pressure,0.35599450878432387
Estonia,1-6h,2038,cloud_cover,24.20346368938333
Estonia,1-6h,2038,wind_speed_10m,3.787350466025352
Estonia,1-6h,2038,wind_gusts_10m,4.864537917029919
Estonia,13-18h,928,temperature_2m,1.4543410049299612
Estonia,13-18h,928,relative_humidity_2m,7.947700816957195
Estonia,13-18h,928,dew_point_2m,1.2468062648499025
Estonia,13-18h,928,apparent_temperature,1.328094954021192
Estonia,13-18h,928,precipitation,0.205579500521046
Estonia,13-18h,928,rain,0.19810524893392506
Estonia,13-18h,928,showers,0
Estonia,13-18h,928,snowfall,0.05533985905294664
Estonia,13-18h,928,snow_depth,0.00869750261420702
Estonia,13-18h,928,weather_code,22.6408903047805
Estonia,13-18h,928,pressure_msl,0.6075672234695342
Estonia,13-18h,928,surface_pressure,0.6037954666252815
Estonia,13-18h,928,cloud_cover,27.32282265672847
Estonia,13-18h,928,wind_speed_10m,3.478397000006637
Estonia,13-18h,928,wind_gusts_10m,5.308954699373503
Estonia,19-24h,276,temperature_2m,1.627659473697997
Estonia,19-24h,276,relative_humidity_2m,8.159639094036423
Estonia,19-24h,276,dew_point_2m,1.4751811482966608
Estonia,19-24h,276,apparent_temperature,1.5418086499444341
Estonia,19-24h,276,precipitation,0.1560378995210988
Estonia,19-24h,276,rain,0.15369836826003425
Estonia,19-24h,276,showers,0
Estonia,19-24h,276,snowfall,0.0206418738616856
Estonia,19-24h,276,snow_depth,0.008340576562282992
Estonia,19-24h,276,weather_code,22.9490614250312
Estonia,19-24h,276,pressure_msl,0.771644207266988
Estonia,19-24h,276,surface_pressure,0.7652791477056281
Estonia,19-24h,276,cloud_cover,26.500205085342593
Estonia,19-24h,276,wind_speed_10m,3.50703227277977
Estonia,19-24h,276,wind_gusts_10m,5.70882865723619
Estonia,7-12h,1478,temperature_2m,1.3376002991239606
Estonia,7-12h,1478,relative_humidity_2m,7.442972182672947
Estonia,7-12h,1478,dew_point_2m,1.1128539181002703
Estonia,7-12h,1478,apparent_temperature,1.1649249193226998
Estonia,7-12h,1478,precipitation,0.2180613313932232
Estonia,7-12h,1478,rain,0.1815956936176078
Estonia,7-12h,1478,showers,0
Estonia,7-12h,1478,snowfall,0.09129425725261787
Estonia,7-12h,1478,snow_depth,0.007872461035818923
Estonia,7-12h,1478,weather_code,21.48442492151907
Estonia,7-12h,1478,pressure_msl,0.42482186030208835
Estonia,7-12h,1478,surface_pressure,0.42191329137606487
Estonia,7-12h,1478,cloud_cover,26.510829609869212
Estonia,7-12h,1478,wind_speed_10m,3.621644076752143
Estonia,7-12h,1478,wind_gusts_10m,4.785206397913886
Finland,0h,372,temperature_2m,1.1677798069068308
Finland,0h,372,relative_humidity_2m,5.935586137501412
Finland,0h,372,dew_point_2m,1.1086415207385012
Finland,0h,372,apparent_temperature,1.10085499518788
Finland,0h,372,precipitation,0.13658665373488957
Finland,0h,372,rain,0.14461666050156066
Finland,0h,372,showers,0
Finland,0h,372,snowfall,0.03975732839729454
Finland,0h,372,snow_depth,0.005679618342470648
Finland,0h,372,weather_code,22.521196706109308
Finland,0h,372,pressure_msl,0.3388786061075792
Finland,0h,372,surface_pressure,0.3376866270146255
Finland,0h,372,cloud_cover,19.539868259865603
Finland,0h,372,wind_speed_10m,6.136489662367572
Finland,0h,372,wind_gusts_10m,4.9421056850446385
Finland,1-6h,2038,temperature_2m,1.2141664615162344
Finland,1-6h,2038,relative_humidity_2m,5.547634741643761
Finland,1-6h,2038,dew_point_2m,1.0648409096690494
Finland,1-6h,2038,apparent_temperature,1.1690018220939098
Finland,1-6h,2038,precipitation,0.18394862106404625
Finland,1-6h,2038,rain,0.18397529381428637
Finland,1-6h,2038,showers,0
Finland,1-6h,2038,snowfall,0.06726757315698131
Finland,1-6h,2038,snow_depth,0.005416871111614433
Finland,1-6h,2038,weather_code,21.21669589013809
Finland,1-6h,2038,pressure_msl,0.35631138315585625
Finland,1-6h,2038,surface_pressure,0.3532270965636857
Finland,1-6h,2038,cloud_cover,21.923634076241335
Finland,1-6h,2038,wind_speed_10m,5.802225386075116
Finland,1-6h,2038,wind_gusts_10m,4.85996240146673
Finland,13-18h,928,temperature_2m,1.35904536728721
Finland,13-18h,928,relative_humidity_2m,5.919175443508537
Finland,13-18h,928,dew_point_2m,1.1235335269616553
Finland,13-18h,928,apparent_temperature,1.2271181546685883
Finland,13-18h,928,precipitation,0.433559843540698
Finland,13-18h,928,rain,0.4280066064588417
Finland,13-18h,928,showers,0
Finland,13-18h,928,snowfall,0.09629113541038287
Finland,13-18h,928,snow_depth,0.0054337705204549735
Finland,13-18h,928,weather_code,21.78999493598713
Finland,13-18h,928,pressure_msl,0.6573687098498471
Finland,13-18h,928,surface_pressure,0.6571555738756713
Finland,13-18h,928,cloud_cover,25.088850731639397
Finland,13-18h,928,wind_speed_10m,5.645518133882842
Finland,13-18h,928,wind_gusts_10m,5.417546126659445
Finland,19-24h,276,temperature_2m,1.470408599429207
Finland,19-24h,276,relative_humidity_2m,5.984884341381222
Finland,19-24h,276,dew_point_2m,1.2923969417607206
Finland,19-24h,276,apparent_temperature,1.257470430689315
Finland,19-24h,276,precipitation,0.8455338764543288
Finland,19-24h,276,rain,0.8453195948227537
Finland,19-24h,276,showers,0
Finland,19-24h,276,snowfall,0.013324272283470419
Finland,19-24h,276,snow_depth,0.005247497678328021
Finland,19-24h,276,weather_code,21.72672834638665
Finland,19-24h,276,pressure_msl,0.8292654336340582
Finland,19-24h,276,surface_pressure,0.8283474031406503
Finland,19-24h,276,cloud_cover,26.192570027350907
Finland,19-24h,276,wind_speed_10m,6.061018233678687
Finland,19-24h,276,wind_gusts_10m,6.614591906305068
Finland,7-12h,1478,temperature_2m,1.2716328352394015
Finland,7-12h,1478,relative_humidity_2m,6.212846266246319
Finland,7-12h,1478,dew_point_2m,1.070182663704744
Finland,7-12h,1478,apparent_temperature,1.1706607319762072
Finland,7-12h,1478,precipitation,0.29083892467868605
Finland,7-12h,1478,rain,0.28413151388993385
Finland,7-12h,1478,showers,0
Finland,7-12h,1478,snowfall,0.08171288723610298
Finland,7-12h,1478,snow_depth,0.005431327960086145
Finland,7-12h,1478,weather_code,21.53572730938635
Finland,7-12h,1478,pressure_msl,0.4591131063085689
Finland,7-12h,1478,surface_pressure,0.4577257423498747
Finland,7-12h,1478,cloud_cover,22.99599894598364
Finland,7-12h,1478,wind_speed_10m,5.841728477966446
Finland,7-12h,1478,wind_gusts_10m,5.126866800835061
France,0h,3720,temperature_2m,1.62328321222662
France,0h,3720,relative_humidity_2m,8.963516255126331
France,0h,3720,dew_point_2m,1.5871510284458674
France,0h,3720,apparent_temperature,1.980583165994136
France,0h,3720,precipitation,0.8778823493810767
France,0h,3720,rain,0.857788479328568
France,0h,3720,showers,0.01869391252764915
France,0h,3720,snowfall,0.014697670066250095
France,0h,3720,snow_depth,8.980265101338745e-4
France,0h,3720,weather_code,21.970385737678015
France,0h,3720,pressure_msl,0.468008822635338
France,0h,3720,surface_pressure,0.4620547842582253
France,0h,3720,cloud_cover,31.1373561214911
France,0h,3720,wind_speed_10m,4.384952274724652
France,0h,3720,wind_gusts_10m,8.278408566089063
France,1-6h,20366,temperature_2m,1.622123452072658
France,1-6h,20366,relative_humidity_2m,9.028319711351067
France,1-6h,20366,dew_point_2m,1.5561591017488567
France,1-6h,20366,apparent_temperature,1.9586536870854476
France,1-6h,20366,precipitation,0.7671378245875979
France,1-6h,20366,rain,0.6994688014087275
France,1-6h,20366,showers,0.02941372869805214
France,1-6h,20366,snowfall,0.047692816370803276
France,1-6h,20366,snow_depth,9.243187320045392e-4
France,1-6h,20366,weather_code,22.11127927811814
France,1-6h,20366,pressure_msl,0.4834377613869566
France,1-6h,20366,surface_pressure,0.47689006937622946
France,1-6h,20366,cloud_cover,31.44723996012516
France,1-6h,20366,wind_speed_10m,4.353198122049623
France,1-6h,20366,wind_gusts_10m,8.315992609698055
France,13-18h,9280,temperature_2m,1.7761858593335755
France,13-18h,9280,relative_humidity_2m,9.890521411589152
France,13-18h,9280,dew_point_2m,1.6335636419845396
France,13-18h,9280,apparent_temperature,2.082605505047745
France,13-18h,9280,precipitation,0.7851325936777637
France,13-18h,9280,rain,0.6537672658760413
France,13-18h,9280,showers,0.030264637381968894
France,13-18h,9280,snowfall,0.04891803489441327
France,13-18h,9280,snow_depth,0.0010586263057247415
France,13-18h,9280,weather_code,21.801479900733092
France,13-18h,9280,pressure_msl,0.6138768830850431
France,13-18h,9280,surface_pressure,0.6160584527797497
France,13-18h,9280,cloud_cover,33.878831377679504
France,13-18h,9280,wind_speed_10m,4.351592801928175
France,13-18h,9280,wind_gusts_10m,7.9453271888532715
France,19-24h,2760,temperature_2m,1.9214313806963386
France,19-24h,2760,relative_humidity_2m,9.671637902141752
France,19-24h,2760,dew_point_2m,1.8528610856992358
France,19-24h,2760,apparent_temperature,2.307046546586337
France,19-24h,2760,precipitation,0.6943248206147747
France,19-24h,2760,rain,0.8389304785416292
France,19-24h,2760,showers,0.019224079103855776
France,19-24h,2760,snowfall,0.03084792056036437
France,19-24h,2760,snow_depth,0.001173376152051378
France,19-24h,2760,weather_code,22.54497919618738
France,19-24h,2760,pressure_msl,0.641855327055532
France,19-24h,2760,surface_pressure,0.6517145725376796
France,19-24h,2760,cloud_cover,34.555112459684594
France,19-24h,2760,wind_speed_10m,4.720745151203218
France,19-24h,2760,wind_gusts_10m,8.383081219017127
France,7-12h,14774,temperature_2m,1.5462483582464108
France,7-12h,14774,relative_humidity_2m,9.348363744390857
France,7-12h,14774,dew_point_2m,1.5338520281081818
France,7-12h,14774,apparent_temperature,1.8072773785298468
France,7-12h,14774,precipitation,0.7312562371086313
France,7-12h,14774,rain,0.6993831430848115
France,7-12h,14774,showers,0.019082799642144023
France,7-12h,14774,snowfall,0.054367151789648634
France,7-12h,14774,snow_depth,9.940938351754747e-4
France,7-12h,14774,weather_code,21.460145310323956
France,7-12h,14774,pressure_msl,0.5564870280366717
France,7-12h,14774,surface_pressure,0.5484240315395652
France,7-12h,14774,cloud_cover,32.40694731373518
France,7-12h,14774,wind_speed_10m,4.194511391762101
France,7-12h,14774,wind_gusts_10m,8.105982111144334
Georgia,0h,372,temperature_2m,1.6314615124687026
Georgia,0h,372,relative_humidity_2m,10.92791630818564
Georgia,0h,372,dew_point_2m,1.7642202578701929
Georgia,0h,372,apparent_temperature,1.6374974349483318
Georgia,0h,372,precipitation,0.40837996222682993
Georgia,0h,372,rain,0.4263498487725627
Georgia,0h,372,showers,0.025400025400038103
Georgia,0h,372,snowfall,0.008890008890013335
Georgia,0h,372,snow_depth,0.030987336990510185
Georgia,0h,372,weather_code,14.912648885231407
Georgia,0h,372,pressure_msl,0.8396107649138056
Georgia,0h,372,surface_pressure,0.665024860073766
Georgia,0h,372,cloud_cover,33.01710211781259
Georgia,0h,372,wind_speed_10m,4.211658167055944
Georgia,0h,372,wind_gusts_10m,7.673663240387977
Georgia,1-6h,2036,temperature_2m,1.4206517776983236
Georgia,1-6h,2036,relative_humidity_2m,9.48916246684608
Georgia,1-6h,2036,dew_point_2m,1.724983983866879
Georgia,1-6h,2036,apparent_temperature,1.5094333367311599
Georgia,1-6h,2036,precipitation,0.2225941005401645
Georgia,1-6h,2036,rain,0.22369464171241293
Georgia,1-6h,2036,showers,0.0287253781131018
Georgia,1-6h,2036,snowfall,0.004387873985650559
Georgia,1-6h,2036,snow_depth,0.030546753112838994
Georgia,1-6h,2036,weather_code,11.57248447208211
Georgia,1-6h,2036,pressure_msl,0.7715025016288946
Georgia,1-6h,2036,surface_pressure,0.6456138852298393
Georgia,1-6h,2036,cloud_cover,33.67885428474672
Georgia,1-6h,2036,wind_speed_10m,3.982341917926814
Georgia,1-6h,2036,wind_gusts_10m,7.8800231118706074
Georgia,13-18h,928,temperature_2m,1.2310547061991892
Georgia,13-18h,928,relative_humidity_2m,7.945666786976105
Georgia,13-18h,928,dew_point_2m,1.4983324063771697
Georgia,13-18h,928,apparent_temperature,1.490168932797843
Georgia,13-18h,928,precipitation,0.3642422460301708
Georgia,13-18h,928,rain,0.3643309882037448
Georgia,13-18h,928,showers,0.04229412611046924
Georgia,13-18h,928,snowfall,0.003249668418098408
Georgia,13-18h,928,snow_depth,0.027488242000460163
Georgia,13-18h,928,weather_code,13.065732358691783
Georgia,13-18h,928,pressure_msl,0.7646556583600685
Georgia,13-18h,928,surface_pressure,0.6435187482197703
Georgia,13-18h,928,cloud_cover,31.287012563880463
Georgia,13-18h,928,wind_speed_10m,3.0494205215485417
Georgia,13-18h,928,wind_gusts_10m,8.312998753510195
Georgia,19-24h,276,temperature_2m,1.2128837357808615
Georgia,19-24h,276,relative_humidity_2m,7.683032312000671
Georgia,19-24h,276,dew_point_2m,1.3898962530357792
Georgia,19-24h,276,apparent_temperature,1.5147104759943257
Georgia,19-24h,276,precipitation,0.1340560125199673
Georgia,19-24h,276,rain,0.12881848818609357
Georgia,19-24h,276,showers,0.02553769592276246
Georgia,19-24h,276,snowfall,0
Georgia,19-24h,276,snow_depth,0.025237997577841443
Georgia,19-24h,276,weather_code,16.041160823946317
Georgia,19-24h,276,pressure_msl,0.8487416089956794
Georgia,19-24h,276,surface_pressure,0.726466532738018
Georgia,19-24h,276,cloud_cover,30.81054778923062
Georgia,19-24h,276,wind_speed_10m,3.317979130019714
Georgia,19-24h,276,wind_gusts_10m,8.90334166218635
Georgia,7-12h,1476,temperature_2m,1.3694350307783993
Georgia,7-12h,1476,relative_humidity_2m,9.182727983825517
Georgia,7-12h,1476,dew_point_2m,1.7340172196830057
Georgia,7-12h,1476,apparent_temperature,1.4839292673374647
Georgia,7-12h,1476,precipitation,0.2591156525747028
Georgia,7-12h,1476,rain,0.26521454218713925
Georgia,7-12h,1476,showers,0.020495223847082165
Georgia,7-12h,1476,snowfall,0.005153471216826172
Georgia,7-12h,1476,snow_depth,0.027798637154405188
Georgia,7-12h,1476,weather_code,11.840058778144588
Georgia,7-12h,1476,pressure_msl,0.7496611700753175
Georgia,7-12h,1476,surface_pressure,0.6141400668253256
Georgia,7-12h,1476,cloud_cover,31.932325968122292
Georgia,7-12h,1476,wind_speed_10m,3.822751389285189
Georgia,7-12h,1476,wind_gusts_10m,7.769088739189325
Germany,0h,1860,temperature_2m,1.0665843382206746
Germany,0h,1860,relative_humidity_2m,6.543403474665005
Germany,0h,1860,dew_point_2m,0.9434835930330642
Germany,0h,1860,apparent_temperature,1.3374626916713988
Germany,0h,1860,precipitation,0.1742264007252558
Germany,0h,1860,rain,0.17640374023782057
Germany,0h,1860,showers,0.009837387536759296
Germany,0h,1860,snowfall,0.02764016090082791
Germany,0h,1860,snow_depth,0.00646745367120997
Germany,0h,1860,weather_code,20.762921873647333
Germany,0h,1860,pressure_msl,0.47942618030890705
Germany,0h,1860,surface_pressure,0.46539380942322744
Germany,0h,1860,cloud_cover,25.523297390372964
Germany,0h,1860,wind_speed_10m,3.1523826114595064
Germany,0h,1860,wind_gusts_10m,5.028590302471213
Germany,1-6h,10180,temperature_2m,1.1192721463185609
Germany,1-6h,10180,relative_humidity_2m,6.650952337380422
Germany,1-6h,10180,dew_point_2m,1.0400487369568694
Germany,1-6h,10180,apparent_temperature,1.3902297304186393
Germany,1-6h,10180,precipitation,0.18455596368800828
Germany,1-6h,10180,rain,0.15378652312696758
Germany,1-6h,10180,showers,0.011387098479762933
Germany,1-6h,10180,snowfall,0.06290901528654061
Germany,1-6h,10180,snow_depth,0.006313673688277153
Germany,1-6h,10180,weather_code,22.03003843210982
Germany,1-6h,10180,pressure_msl,0.5021114553124563
Germany,1-6h,10180,surface_pressure,0.49136352525286126
Germany,1-6h,10180,cloud_cover,27.51517173915094
Germany,1-6h,10180,wind_speed_10m,3.099968629031965
Germany,1-6h,10180,wind_gusts_10m,5.025761532184848
Germany,13-18h,4640,temperature_2m,1.3301072681658372
Germany,13-18h,4640,relative_humidity_2m,7.05892685015662
Germany,13-18h,4640,dew_point_2m,1.1993946030365084
Germany,13-18h,4640,apparent_temperature,1.6465991598149954
Germany,13-18h,4640,precipitation,0.21061281684809607
Germany,13-18h,4640,rain,0.15910579867627012
Germany,13-18h,4640,showers,0.016347519056735944
Germany,13-18h,4640,snowfall,0.08771697236783375
Germany,13-18h,4640,snow_depth,0.0065291125235232075
Germany,13-18h,4640,weather_code,21.706744542208295
Germany,13-18h,4640,pressure_msl,0.6212577620412895
Germany,13-18h,4640,surface_pressure,0.6355217785681946
Germany,13-18h,4640,cloud_cover,30.08219343846066
Germany,13-18h,4640,wind_speed_10m,3.2985112890723793
Germany,13-18h,4640,wind_gusts_10m,5.251147657811379
Germany,19-24h,1380,temperature_2m,1.3306040907711099
Germany,19-24h,1380,relative_humidity_2m,6.528754680730424
Germany,19-24h,1380,dew_point_2m,1.0814777865950602
Germany,19-24h,1380,apparent_temperature,1.6626720244442574
Germany,19-24h,1380,precipitation,0.2053628813672964
Germany,19-24h,1380,rain,0.1799355762327253
Germany,19-24h,1380,showers,0.022841609628806433
Germany,19-24h,1380,snowfall,0.0663543408581883
Germany,19-24h,1380,snow_depth,0.007071067811865475
Germany,19-24h,1380,weather_code,22.384259479906145
Germany,19-24h,1380,pressure_msl,0.7610918929835054
Germany,19-24h,1380,surface_pressure,0.7668588290996688
Germany,19-24h,1380,cloud_cover,29.7928840837705
Germany,19-24h,1380,wind_speed_10m,3.6340818269045183
Germany,19-24h,1380,wind_gusts_10m,5.911232246043685
Germany,7-12h,7380,temperature_2m,1.1355299134244958
Germany,7-12h,7380,relative_humidity_2m,7.336326070779718
Germany,7-12h,7380,dew_point_2m,1.1754869832101404
Germany,7-12h,7380,apparent_temperature,1.3680203488240765
Germany,7-12h,7380,precipitation,0.18860585362517307
Germany,7-12h,7380,rain,0.14366835492188967
Germany,7-12h,7380,showers,0.014815943949743846
Germany,7-12h,7380,snowfall,0.07004740941958998
Germany,7-12h,7380,snow_depth,0.0061109879268195595
Germany,7-12h,7380,weather_code,20.508475344978958
Germany,7-12h,7380,pressure_msl,0.5047793260640543
Germany,7-12h,7380,surface_pressure,0.4938483358904718
Germany,7-12h,7380,cloud_cover,28.708841163927357
Germany,7-12h,7380,wind_speed_10m,3.003039111040518
Germany,7-12h,7380,wind_gusts_10m,5.069725488738548
Ghana,0h,372,temperature_2m,0.9664256280871568
Ghana,0h,372,relative_humidity_2m,4.955175419786894
Ghana,0h,372,dew_point_2m,1.1413301050100055
Ghana,0h,372,apparent_temperature,1.5055274501734621
Ghana,0h,372,precipitation,0.40221162781350206
Ghana,0h,372,rain,0.31876778887743107
Ghana,0h,372,showers,0.2545288711257706
Ghana,0h,372,snowfall,0
Ghana,0h,372,snow_depth,0
Ghana,0h,372,weather_code,34.78234937374112
Ghana,0h,372,pressure_msl,0.5050284778513552
Ghana,0h,372,surface_pressure,0.5050284778513614
Ghana,0h,372,cloud_cover,38.60058777200272
Ghana,0h,372,wind_speed_10m,3.100971058455132
Ghana,0h,372,wind_gusts_10m,8.462609094609773
Ghana,1-6h,2036,temperature_2m,0.9205469459860499
Ghana,1-6h,2036,relative_humidity_2m,4.942498433607061
Ghana,1-6h,2036,dew_point_2m,1.042882133042113
Ghana,1-6h,2036,apparent_temperature,1.3424422807010186
Ghana,1-6h,2036,precipitation,0.41121316514743267
Ghana,1-6h,2036,rain,0.40274109912859457
Ghana,1-6h,2036,showers,0.1675842455940185
Ghana,1-6h,2036,snowfall,0
Ghana,1-6h,2036,snow_depth,0
Ghana,1-6h,2036,weather_code,29.231243881513336
Ghana,1-6h,2036,pressure_msl,0.39655936759024574
Ghana,1-6h,2036,surface_pressure,0.396559367590245
Ghana,1-6h,2036,cloud_cover,38.18923258282661
Ghana,1-6h,2036,wind_speed_10m,3.095016274066859
Ghana,1-6h,2036,wind_gusts_10m,8.40287278969775
Ghana,13-18h,928,temperature_2m,0.8918573219739919
Ghana,13-18h,928,relative_humidity_2m,4.548825160942942
Ghana,13-18h,928,dew_point_2m,0.7632168761236875
Ghana,13-18h,928,apparent_temperature,1.1127009698368482
Ghana,13-18h,928,precipitation,0.28500604954257036
Ghana,13-18h,928,rain,0.29232274322552554
Ghana,13-18h,928,showers,0.14210547321353031
Ghana,13-18h,928,snowfall,0
Ghana,13-18h,928,snow_depth,0
Ghana,13-18h,928,weather_code,23.966391698261187
Ghana,13-18h,928,pressure_msl,0.3954754885817378
Ghana,13-18h,928,surface_pressure,0.3954754885817415
Ghana,13-18h,928,cloud_cover,37.149047418984125
Ghana,13-18h,928,wind_speed_10m,3.194067777226595
Ghana,13-18h,928,wind_gusts_10m,7.8712183038083054
Ghana,19-24h,276,temperature_2m,0.6426282086033523
Ghana,19-24h,276,relative_humidity_2m,4.853655428076117
Ghana,19-24h,276,dew_point_2m,0.6832361189244158
Ghana,19-24h,276,apparent_temperature,1.0627418735775271
Ghana,19-24h,276,precipitation,0.23281515962394853
Ghana,19-24h,276,rain,0.24524462794571442
Ghana,19-24h,276,showers,0.03611575592573076
Ghana,19-24h,276,snowfall,0
Ghana,19-24h,276,snow_depth,0
Ghana,19-24h,276,weather_code,15.883634819286918
Ghana,19-24h,276,pressure_msl,0.4419161176880371
Ghana,19-24h,276,surface_pressure,0.4419161176880304
Ghana,19-24h,276,cloud_cover,39.39441952681969
Ghana,19-24h,276,wind_speed_10m,4.007529145879349
Ghana,19-24h,276,wind_gusts_10m,9.669255025782657
Ghana,7-12h,1476,temperature_2m,1.0843116283232754
