country,city,lead_time_group,n_obs,variable,rmse
Canada,vancouver,7-12h,1478,snow_depth,0.010417534920963756
Canada,vancouver,7-12h,1478,weather_code,26.033365704519987
Canada,vancouver,7-12h,1478,pressure_msl,1.298396012656905
Canada,vancouver,7-12h,1478,surface_pressure,1.2771543130638279
Canada,vancouver,7-12h,1478,cloud_cover,23.721289890012475
Canada,vancouver,7-12h,1478,wind_speed_10m,4.909086876886303
Canada,vancouver,7-12h,1478,wind_gusts_10m,9.685707841997985
Chile,santiago,0h,372,temperature_2m,1.7781983149558511
Chile,santiago,0h,372,relative_humidity_2m,8.430933824985837
Chile,santiago,0h,372,dew_point_2m,1.8807599699366555
Chile,santiago,0h,372,apparent_temperature,2.0615267335444085
Chile,santiago,0h,372,precipitation,0.03439179697143973
Chile,santiago,0h,372,rain,0.031108550841912757
Chile,santiago,0h,372,showers,0.01796053020267749
Chile,santiago,0h,372,snowfall,0
Chile,santiago,0h,372,snow_depth,0
Chile,santiago,0h,372,weather_code,6.072146880793932
Chile,santiago,0h,372,pressure_msl,0.5765581972695506
Chile,santiago,0h,372,surface_pressure,0.48198737323397634
Chile,santiago,0h,372,cloud_cover,27.411146779037455
Chile,santiago,0h,372,wind_speed_10m,4.951729360123994
Chile,santiago,0h,372,wind_gusts_10m,9.879932414552695
Chile,santiago,1-6h,2038,temperature_2m,1.6338152607264176
Chile,santiago,1-6h,2038,relative_humidity_2m,8.300892038565348
Chile,santiago,1-6h,2038,dew_point_2m,1.89176719516609
Chile,santiago,1-6h,2038,apparent_temperature,1.9746777727473745
Chile,santiago,1-6h,2038,precipitation,0.05398724088714367
Chile,santiago,1-6h,2038,rain,0.03502417502402929
Chile,santiago,1-6h,2038,showers,0.043066919650749595
Chile,santiago,1-6h,2038,snowfall,0
Chile,santiago,1-6h,2038,snow_depth,0
Chile,santiago,1-6h,2038,weather_code,8.689779452227837
Chile,santiago,1-6h,2038,pressure_msl,0.6388086925151945
Chile,santiago,1-6h,2038,surface_pressure,0.5468977546787154
Chile,santiago,1-6h,2038,cloud_cover,29.46085708356319
Chile,santiago,1-6h,2038,wind_speed_10m,4.9413657212722155
Chile,santiago,1-6h,2038,wind_gusts_10m,10.0261919013741
Chile,santiago,13-18h,928,temperature_2m,1.593068228077613
Chile,santiago,13-18h,928,relative_humidity_2m,6.829196953850633
Chile,santiago,13-18h,928,dew_point_2m,2.142614620923022
Chile,santiago,13-18h,928,apparent_temperature,2.0147141921032046
Chile,santiago,13-18h,928,precipitation,0.13056574509841182
Chile,santiago,13-18h,928,rain,0.068386578638875
Chile,santiago,13-18h,928,showers,0.12194543720522065
Chile,santiago,13-18h,928,snowfall,0
Chile,santiago,13-18h,928,snow_depth,0
Chile,santiago,13-18h,928,weather_code,10.968214263859501
Chile,santiago,13-18h,928,pressure_msl,0.7795749283843806
Chile,santiago,13-18h,928,surface_pressure,0.6003411386525305
Chile,santiago,13-18h,928,cloud_cover,35.614192250494355
Chile,santiago,13-18h,928,wind_speed_10m,7.300693755414264
Chile,santiago,13-18h,928,wind_gusts_10m,12.587692401707312
Chile,santiago,19-24h,276,temperature_2m,1.9088277000310419
Chile,santiago,19-24h,276,relative_humidity_2m,7.2855823476869395
Chile,santiago,19-24h,276,dew_point_2m,1.6963302248925645
Chile,santiago,19-24h,276,apparent_temperature,2.3201230602045126
Chile,santiago,19-24h,276,precipitation,0.18137957637131497
Chile,santiago,19-24h,276,rain,0.05516772843673705
Chile,santiago,19-24h,276,showers,0.1841549442134554
Chile,santiago,19-24h,276,snowfall,0
Chile,santiago,19-24h,276,snow_depth,0
Chile,santiago,19-24h,276,weather_code,12.070145226843852
Chile,santiago,19-24h,276,pressure_msl,0.9175818883015967
Chile,santiago,19-24h,276,surface_pressure,0.6499721287224061
Chile,santiago,19-24h,276,cloud_cover,35.25949353093392
Chile,santiago,19-24h,276,wind_speed_10m,6.547739957475757
Chile,santiago,19-24h,276,wind_gusts_10m,11.988058672055192
Chile,santiago,7-12h,1478,temperature_2m,1.5009694656926946
Chile,santiago,7-12h,1478,relative_humidity_2m,7.483947638767294
Chile,santiago,7-12h,1478,dew_point_2m,1.8931648295165793
Chile,santiago,7-12h,1478,apparent_temperature,1.840794674543986
Chile,santiago,7-12h,1478,precipitation,0.11444991104419591
Chile,santiago,7-12h,1478,rain,0.05804668924763614
Chile,santiago,7-12h,1478,showers,0.10345846309474603
Chile,santiago,7-12h,1478,snowfall,0
Chile,santiago,7-12h,1478,snow_depth,0
Chile,santiago,7-12h,1478,weather_code,9.9627859655248
Chile,santiago,7-12h,1478,pressure_msl,0.7490634657878287
Chile,santiago,7-12h,1478,surface_pressure,0.6055226217630908
Chile,santiago,7-12h,1478,cloud_cover,32.12210297168307
Chile,santiago,7-12h,1478,wind_speed_10m,5.651458671442294
Chile,santiago,7-12h,1478,wind_gusts_10m,10.72231684312856
China,beijing,0h,372,temperature_2m,1.2418768314595974
China,beijing,0h,372,relative_humidity_2m,8.326986830626032
China,beijing,0h,372,dew_point_2m,2.329913007744262
China,beijing,0h,372,apparent_temperature,1.2329918155463568
China,beijing,0h,372,precipitation,0.026437184630417738
China,beijing,0h,372,rain,0
China,beijing,0h,372,showers,0
China,beijing,0h,372,snowfall,0.018506029241292417
China,beijing,0h,372,snow_depth,0.004147806778921701
China,beijing,0h,372,weather_code,3.1792336941030976
China,beijing,0h,372,pressure_msl,0.7379133614674998
China,beijing,0h,372,surface_pressure,0.7400232486902961
China,beijing,0h,372,cloud_cover,24.987093442609076
China,beijing,0h,372,wind_speed_10m,3.3826248000087755
China,beijing,0h,372,wind_gusts_10m,7.912437466840839
China,beijing,1-6h,2038,temperature_2m,1.2631758968639548
China,beijing,1-6h,2038,relative_humidity_2m,8.32055284265765
China,beijing,1-6h,2038,dew_point_2m,2.405171072936044
China,beijing,1-6h,2038,apparent_temperature,1.2786462419185856
China,beijing,1-6h,2038,precipitation,0.026209692638864517
China,beijing,1-6h,2038,rain,0.004430246649772606
China,beijing,1-6h,2038,showers,0
China,beijing,1-6h,2038,snowfall,0.017814880593463766
China,beijing,1-6h,2038,snow_depth,0.0038238957368731874
China,beijing,1-6h,2038,weather_code,6.432635754322792
China,beijing,1-6h,2038,pressure_msl,0.906659474850728
China,beijing,1-6h,2038,surface_pressure,0.9012040795148719
China,beijing,1-6h,2038,cloud_cover,22.629672132931237
China,beijing,1-6h,2038,wind_speed_10m,3.4469383095029618
China,beijing,1-6h,2038,wind_gusts_10m,7.931427779052632
China,beijing,13-18h,928,temperature_2m,1.444631858605005
China,beijing,13-18h,928,relative_humidity_2m,9.610294408637523
China,beijing,13-18h,928,dew_point_2m,2.370649372698515
China,beijing,13-18h,928,apparent_temperature,1.3460750734815186
China,beijing,13-18h,928,precipitation,0.03504922646595883
China,beijing,13-18h,928,rain,0.004642383454426297
China,beijing,13-18h,928,showers,0
China,beijing,13-18h,928,snowfall,0.023880088372735458
China,beijing,13-18h,928,snow_depth,0.003347670317059931
China,beijing,13-18h,928,weather_code,4.553560562142931
China,beijing,13-18h,928,pressure_msl,0.7531972082282028
China,beijing,13-18h,928,surface_pressure,0.7534403850293052
China,beijing,13-18h,928,cloud_cover,27.64261608708429
China,beijing,13-18h,928,wind_speed_10m,4.026413330787691
China,beijing,13-18h,928,wind_gusts_10m,9.770525477345027
China,beijing,19-24h,276,temperature_2m,1.3198045529437359
China,beijing,19-24h,276,relative_humidity_2m,9.820490261973037
China,beijing,19-24h,276,dew_point_2m,2.2238985223434002
China,beijing,19-24h,276,apparent_temperature,1.2132122889136157
China,beijing,19-24h,276,precipitation,0
China,beijing,19-24h,276,rain,0
China,beijing,19-24h,276,showers,0
China,beijing,19-24h,276,snowfall,0
China,beijing,19-24h,276,snow_depth,0.003296902366978935
China,beijing,19-24h,276,weather_code,1.1357178665776848
China,beijing,19-24h,276,pressure_msl,0.754983443527064
China,beijing,19-24h,276,surface_pressure,0.7493475422862399
China,beijing,19-24h,276,cloud_cover,35.51025571394221
China,beijing,19-24h,276,wind_speed_10m,4.401127984532134
China,beijing,19-24h,276,wind_gusts_10m,10.591625759621799
China,beijing,7-12h,1478,temperature_2m,1.4010869548101241
China,beijing,7-12h,1478,relative_humidity_2m,9.346581872151345
China,beijing,7-12h,1478,dew_point_2m,2.404315020371787
China,beijing,7-12h,1478,apparent_temperature,1.3410102628368767
China,beijing,7-12h,1478,precipitation,0.021131715289323113
China,beijing,7-12h,1478,rain,0.005202268683827087
China,beijing,7-12h,1478,showers,0
China,beijing,7-12h,1478,snowfall,0.013866754276118927
China,beijing,7-12h,1478,snow_depth,0.0036042374700051946
China,beijing,7-12h,1478,weather_code,5.953586835773547
China,beijing,7-12h,1478,pressure_msl,0.911600178246858
China,beijing,7-12h,1478,surface_pressure,0.9094973258104155
China,beijing,7-12h,1478,cloud_cover,25.43829595743123
China,beijing,7-12h,1478,wind_speed_10m,3.8240744411594676
China,beijing,7-12h,1478,wind_gusts_10m,8.942078690806996
China,chongqing,0h,372,temperature_2m,0.8460534567111603
China,chongqing,0h,372,relative_humidity_2m,6.606041548933564
China,chongqing,0h,372,dew_point_2m,1.164968041464833
China,chongqing,0h,372,apparent_temperature,1.0465252284409778
China,chongqing,0h,372,precipitation,0.12572371141874242
China,chongqing,0h,372,rain,0.12572371141874242
China,chongqing,0h,372,showers,0
China,chongqing,0h,372,snowfall,0
China,chongqing,0h,372,snow_depth,0
China,chongqing,0h,372,weather_code,23.419273378809127
China,chongqing,0h,372,pressure_msl,0.5986094998689302
China,chongqing,0h,372,surface_pressure,0.5477225575051673
China,chongqing,0h,372,cloud_cover,27.719408207929863
China,chongqing,0h,372,wind_speed_10m,2.6146300546311796
China,chongqing,0h,372,wind_gusts_10m,4.8738274024002015
China,chongqing,1-6h,2038,temperature_2m,0.9009644815729071
China,chongqing,1-6h,2038,relative_humidity_2m,6.583650609531217
China,chongqing,1-6h,2038,dew_point_2m,1.1469163332886487
China,chongqing,1-6h,2038,apparent_temperature,1.11246836741479
China,chongqing,1-6h,2038,precipitation,0.16779467802789452
China,chongqing,1-6h,2038,rain,0.16717945321724695
China,chongqing,1-6h,2038,showers,0
China,chongqing,1-6h,2038,snowfall,0
China,chongqing,1-6h,2038,snow_depth,0
China,chongqing,1-6h,2038,weather_code,23.134266967968543
China,chongqing,1-6h,2038,pressure_msl,0.6228239842903139
China,chongqing,1-6h,2038,surface_pressure,0.5897721653874071
China,chongqing,1-6h,2038,cloud_cover,27.473584422506804
China,chongqing,1-6h,2038,wind_speed_10m,2.5852985128206263
China,chongqing,1-6h,2038,wind_gusts_10m,4.619628939722995
China,chongqing,13-18h,928,temperature_2m,0.7919993251477445
China,chongqing,13-18h,928,relative_humidity_2m,5.413106699293026
China,chongqing,13-18h,928,dew_point_2m,0.9985873642991538
China,chongqing,13-18h,928,apparent_temperature,1.0029912159686867
China,chongqing,13-18h,928,precipitation,0.2358495283014151
China,chongqing,13-18h,928,rain,0.23562096973595187
China,chongqing,13-18h,928,showers,0.004642383454426297
China,chongqing,13-18h,928,snowfall,0
China,chongqing,13-18h,928,snow_depth,0
China,chongqing,13-18h,928,weather_code,24.76379796507742
China,chongqing,13-18h,928,pressure_msl,0.7860584781264567
China,chongqing,13-18h,928,surface_pressure,0.7738868535315525
China,chongqing,13-18h,928,cloud_cover,23.4840830174911
China,chongqing,13-18h,928,wind_speed_10m,1.9941941592602226
China,chongqing,13-18h,928,wind_gusts_10m,3.8889709214117567
China,chongqing,19-24h,276,temperature_2m,0.8223772539571403
China,chongqing,19-24h,276,relative_humidity_2m,5.270233611410464
China,chongqing,19-24h,276,dew_point_2m,1.0437182694994642
China,chongqing,19-24h,276,apparent_temperature,1.1081385357854647
China,chongqing,19-24h,276,precipitation,0.19299320405546463
China,chongqing,19-24h,276,rain,0.19318084941243566
China,chongqing,19-24h,276,showers,0
China,chongqing,19-24h,276,snowfall,0
China,chongqing,19-24h,276,snow_depth,0
China,chongqing,19-24h,276,weather_code,28.262486018431375
China,chongqing,19-24h,276,pressure_msl,0.8472461784844627
China,chongqing,19-24h,276,surface_pressure,0.8233459483866007
China,chongqing,19-24h,276,cloud_cover,25.21257450248741
China,chongqing,19-24h,276,wind_speed_10m,2.232922306974765
China,chongqing,19-24h,276,wind_gusts_10m,4.369625062680527
China,chongqing,7-12h,1478,temperature_2m,0.8549466031170169
China,chongqing,7-12h,1478,relative_humidity_2m,5.927733492426892
China,chongqing,7-12h,1478,dew_point_2m,1.0486346558298114
China,chongqing,7-12h,1478,apparent_temperature,1.0408308329087026
China,chongqing,7-12h,1478,precipitation,0.19499835188922202
China,chongqing,7-12h,1478,rain,0.19496365158609308
China,chongqing,7-12h,1478,showers,0.0036785594638885488
China,chongqing,7-12h,1478,snowfall,0
China,chongqing,7-12h,1478,snow_depth,0
China,chongqing,7-12h,1478,weather_code,22.65007087007645
China,chongqing,7-12h,1478,pressure_msl,0.7399027109362936
China,chongqing,7-12h,1478,surface_pressure,0.723685874482552
China,chongqing,7-12h,1478,cloud_cover,26.746846082708977
China,chongqing,7-12h,1478,wind_speed_10m,2.1159328566513076
China,chongqing,7-12h,1478,wind_gusts_10m,4.004486658297382
China,guangzhou,0h,372,temperature_2m,1.0149156435097748
China,guangzhou,0h,372,relative_humidity_2m,8.434440405043867
China,guangzhou,0h,372,dew_point_2m,1.630571507435419
China,guangzhou,0h,372,apparent_temperature,1.1585586150541236
China,guangzhou,0h,372,precipitation,0.08675760324277122
China,guangzhou,0h,372,rain,0.08675760324277122
China,guangzhou,0h,372,showers,0
China,guangzhou,0h,372,snowfall,0
China,guangzhou,0h,372,snow_depth,0
China,guangzhou,0h,372,weather_code,11.412829980861146
China,guangzhou,0h,372,pressure_msl,0.4201254292994962
China,guangzhou,0h,372,surface_pressure,0.4167849294532547
China,guangzhou,0h,372,cloud_cover,36.200086140217124
China,guangzhou,0h,372,wind_speed_10m,3.315295280318018
China,guangzhou,0h,372,wind_gusts_10m,6.7860467215844364
China,guangzhou,1-6h,2038,temperature_2m,1.1166550710025376
China,guangzhou,1-6h,2038,relative_humidity_2m,8.838980487304848
China,guangzhou,1-6h,2038,dew_point_2m,1.6962060070785803
China,guangzhou,1-6h,2038,apparent_temperature,1.2917910974497546
China,guangzhou,1-6h,2038,precipitation,0.10950867164681011
China,guangzhou,1-6h,2038,rain,0.10347258126480449
China,guangzhou,1-6h,2038,showers,0.02583255509712362
China,guangzhou,1-6h,2038,snowfall,0
China,guangzhou,1-6h,2038,snow_depth,0
China,guangzhou,1-6h,2038,weather_code,11.278915516600797
China,guangzhou,1-6h,2038,pressure_msl,0.4080880045171794
China,guangzhou,1-6h,2038,surface_pressure,0.40431917356448915
China,guangzhou,1-6h,2038,cloud_cover,36.01808236309672
China,guangzhou,1-6h,2038,wind_speed_10m,3.767147904795419
China,guangzhou,1-6h,2038,wind_gusts_10m,7.706993115682766
China,guangzhou,13-18h,928,temperature_2m,1.026103275033504
China,guangzhou,13-18h,928,relative_humidity_2m,10.357094020608491
China,guangzhou,13-18h,928,dew_point_2m,1.9522698990202891
China,guangzhou,13-18h,928,apparent_temperature,1.195772005716463
China,guangzhou,13-18h,928,precipitation,0.07614074988535015
China,guangzhou,13-18h,928,rain,0.07768193328323318
China,guangzhou,13-18h,928,showers,0.004642383454426297
China,guangzhou,13-18h,928,snowfall,0
China,guangzhou,13-18h,928,snow_depth,0
China,guangzhou,13-18h,928,weather_code,12.735539467067792
China,guangzhou,13-18h,928,pressure_msl,0.505955906488247
China,guangzhou,13-18h,928,surface_pressure,0.5025795528038844
China,guangzhou,13-18h,928,cloud_cover,39.70464773454284
China,guangzhou,13-18h,928,wind_speed_10m,4.419551486839766
China,guangzhou,13-18h,928,wind_gusts_10m,9.353684964429425
China,guangzhou,19-24h,276,temperature_2m,0.970096364554439
China,guangzhou,19-24h,276,relative_humidity_2m,10.265673770922906
China,guangzhou,19-24h,276,dew_point_2m,1.9657391573610699
China,guangzhou,19-24h,276,apparent_temperature,1.2128239892851342
China,guangzhou,19-24h,276,precipitation,0.13987572123604705
China,guangzhou,19-24h,276,rain,0.12423680054112651
China,guangzhou,19-24h,276,showers,0.017025130615174973
China,guangzhou,19-24h,276,snowfall,0
China,guangzhou,19-24h,276,snow_depth,0
China,guangzhou,19-24h,276,weather_code,11.648536637582485
China,guangzhou,19-24h,276,pressure_msl,0.5037540232514562
China,guangzhou,19-24h,276,surface_pressure,0.49548687810759384
China,guangzhou,19-24h,276,cloud_cover,42.81075647036872
China,guangzhou,19-24h,276,wind_speed_10m,4.908326259191281
China,guangzhou,19-24h,276,wind_gusts_10m,10.441305931980798
China,guangzhou,7-12h,1478,temperature_2m,1.1367284443335484
China,guangzhou,7-12h,1478,relative_humidity_2m,10.400179555023332
China,guangzhou,7-12h,1478,dew_point_2m,2.005068003733052
China,guangzhou,7-12h,1478,apparent_temperature,1.288436129188656
China,guangzhou,7-12h,1478,precipitation,0.1746831657307476
China,guangzhou,7-12h,1478,rain,0.1695732125805798
China,guangzhou,7-12h,1478,showers,0.038405288314250115
China,guangzhou,7-12h,1478,snowfall,0
China,guangzhou,7-12h,1478,snow_depth,0
China,guangzhou,7-12h,1478,weather_code,12.503152511803716
China,guangzhou,7-12h,1478,pressure_msl,0.4491158055177984
China,guangzhou,7-12h,1478,surface_pressure,0.44739510680912953
China,guangzhou,7-12h,1478,cloud_cover,37.84347436609685
China,guangzhou,7-12h,1478,wind_speed_10m,4.007140109087348
China,guangzhou,7-12h,1478,wind_gusts_10m,8.374653265700237
China,hong_kong,0h,372,temperature_2m,1.0990465075721099
China,hong_kong,0h,372,relative_humidity_2m,7.130126904720515
China,hong_kong,0h,372,dew_point_2m,1.4797740309911167
China,hong_kong,0h,372,apparent_temperature,1.330696317035575
China,hong_kong,0h,372,precipitation,0.06639730529575454
China,hong_kong,0h,372,rain,0.06307530914435468
China,hong_kong,0h,372,showers,0.023186944788008413
China,hong_kong,0h,372,snowfall,0
China,hong_kong,0h,372,snow_depth,0
China,hong_kong,0h,372,weather_code,12.725387376067093
China,hong_kong,0h,372,pressure_msl,0.46304276492623914
China,hong_kong,0h,372,surface_pressure,0.46304276492623914
China,hong_kong,0h,372,cloud_cover,35.173150806181816
China,hong_kong,0h,372,wind_speed_10m,3.2702060044939
China,hong_kong,0h,372,wind_gusts_10m,7.65630318721925
China,hong_kong,1-6h,2038,temperature_2m,1.1971834791000204
China,hong_kong,1-6h,2038,relative_humidity_2m,7.174606293459124
China,hong_kong,1-6h,2038,dew_point_2m,1.5581058428322854
China,hong_kong,1-6h,2038,apparent_temperature,1.5741065974006883
China,hong_kong,1-6h,2038,precipitation,0.07912673527654875
China,hong_kong,1-6h,2038,rain,0.06578580641604706
China,hong_kong,1-6h,2038,showers,0.04419157153907551
China,hong_kong,1-6h,2038,snowfall,0
China,hong_kong,1-6h,2038,snow_depth,0
China,hong_kong,1-6h,2038,weather_code,12.685908976318824
China,hong_kong,1-6h,2038,pressure_msl,0.41351078318658147
China,hong_kong,1-6h,2038,surface_pressure,0.41351078318658147
China,hong_kong,1-6h,2038,cloud_cover,38.47121452981971
China,hong_kong,1-6h,2038,wind_speed_10m,3.592966905975988
China,hong_kong,1-6h,2038,wind_gusts_10m,7.934106077824442
China,hong_kong,13-18h,928,temperature_2m,1.3187719601047865
China,hong_kong,13-18h,928,relative_humidity_2m,8.36170457791208
China,hong_kong,13-18h,928,dew_point_2m,1.657759965570491
China,hong_kong,13-18h,928,apparent_temperature,1.880812828686503
China,hong_kong,13-18h,928,precipitation,0.10265862410654195
China,hong_kong,13-18h,928,rain,0.09581771486921727
China,hong_kong,13-18h,928,showers,0.057046562953674836
China,hong_kong,13-18h,928,snowfall,0
China,hong_kong,13-18h,928,snow_depth,0
China,hong_kong,13-18h,928,weather_code,13.027490826762431
China,hong_kong,13-18h,928,pressure_msl,0.5044628416649618
China,hong_kong,13-18h,928,surface_pressure,0.5044628416649618
China,hong_kong,13-18h,928,cloud_cover,43.34952173303367
China,hong_kong,13-18h,928,wind_speed_10m,4.177270701934623
China,hong_kong,13-18h,928,wind_gusts_10m,7.721486758301195
China,hong_kong,19-24h,276,temperature_2m,1.5386800290781892
China,hong_kong,19-24h,276,relative_humidity_2m,8.850612031567836
China,hong_kong,19-24h,276,dew_point_2m,1.7217491948176054
China,hong_kong,19-24h,276,apparent_temperature,2.1795658389635335
China,hong_kong,19-24h,276,precipitation,0.16418441381303658
China,hong_kong,19-24h,276,rain,0.10934588121703732
China,hong_kong,19-24h,276,showers,0.1276884796138123
China,hong_kong,19-24h,276,snowfall,0
China,hong_kong,19-24h,276,snow_depth,0
China,hong_kong,19-24h,276,weather_code,14.469608329785272
China,hong_kong,19-24h,276,pressure_msl,0.532698898010896
China,hong_kong,19-24h,276,surface_pressure,0.532698898010896
China,hong_kong,19-24h,276,cloud_cover,45.83310935386643
China,hong_kong,19-24h,276,wind_speed_10m,4.821194151190995
China,hong_kong,19-24h,276,wind_gusts_10m,9.09484644642547
China,hong_kong,7-12h,1478,temperature_2m,1.1303357902175883
China,hong_kong,7-12h,1478,relative_humidity_2m,7.527217191420746
China,hong_kong,7-12h,1478,dew_point_2m,1.60282227405886
China,hong_kong,7-12h,1478,apparent_temperature,1.6431059074216912
China,hong_kong,7-12h,1478,precipitation,0.09100253531836776
China,hong_kong,7-12h,1478,rain,0.07751205764161868
China,hong_kong,7-12h,1478,showers,0.05202268683827087
China,hong_kong,7-12h,1478,snowfall,0
China,hong_kong,7-12h,1478,snow_depth,0
China,hong_kong,7-12h,1478,weather_code,11.697587736936569
China,hong_kong,7-12h,1478,pressure_msl,0.4832372791182776
China,hong_kong,7-12h,1478,surface_pressure,0.4832372791182776
China,hong_kong,7-12h,1478,cloud_cover,39.24526466181855
China,hong_kong,7-12h,1478,wind_speed_10m,3.827266678720023
China,hong_kong,7-12h,1478,wind_gusts_10m,7.412655126312763
China,macau,0h,372,temperature_2m,1.5249008428895177
China,macau,0h,372,relative_humidity_2m,7.7895711919744794
China,macau,0h,372,dew_point_2m,1.784250090961683
China,macau,0h,372,apparent_temperature,1.447931412859078
China,macau,0h,372,precipitation,0.1138287716147013
China,macau,0h,372,rain,0.09727469142278401
China,macau,0h,372,showers,0.059115341967326714
China,macau,0h,372,snowfall,0
China,macau,0h,372,snow_depth,0
China,macau,0h,372,weather_code,14.357568907939692
China,macau,0h,372,pressure_msl,0.42184948648458626
China,macau,0h,372,surface_pressure,0.4185227476763704
China,macau,0h,372,cloud_cover,37.761347365245186
China,macau,0h,372,wind_speed_10m,4.682230191894934
China,macau,0h,372,wind_gusts_10m,11.890748188113239
China,macau,1-6h,2038,temperature_2m,1.5249221734030272
China,macau,1-6h,2038,relative_humidity_2m,7.6986929036002625
China,macau,1-6h,2038,dew_point_2m,1.8201413742285533
China,macau,1-6h,2038,apparent_temperature,1.4440293642133808
China,macau,1-6h,2038,precipitation,0.16334938803420165
China,macau,1-6h,2038,rain,0.16077584222323568
China,macau,1-6h,2038,showers,0.027843668444081593
China,macau,1-6h,2038,snowfall,0
China,macau,1-6h,2038,snow_depth,0
China,macau,1-6h,2038,weather_code,13.142160728597505
China,macau,1-6h,2038,pressure_msl,0.3864612609079081
China,macau,1-6h,2038,surface_pressure,0.3858513394216291
China,macau,1-6h,2038,cloud_cover,39.838400261894165
China,macau,1-6h,2038,wind_speed_10m,5.303415123533333
China,macau,1-6h,2038,wind_gusts_10m,12.367625676237019
China,macau,13-18h,928,temperature_2m,1.9069518916955872
China,macau,13-18h,928,relative_humidity_2m,7.476399649840686
China,macau,13-18h,928,dew_point_2m,1.9879486047613035
China,macau,13-18h,928,apparent_temperature,1.800520758003084
China,macau,13-18h,928,precipitation,0.23239754880302668
China,macau,13-18h,928,rain,0.22936381279680904
China,macau,13-18h,928,showers,0.035355339059327376
China,macau,13-18h,928,snowfall,0
China,macau,13-18h,928,snow_depth,0
China,macau,13-18h,928,weather_code,16.895597263682387
China,macau,13-18h,928,pressure_msl,0.42061633759077527
China,macau,13-18h,928,surface_pressure,0.41701422286172257
China,macau,13-18h,928,cloud_cover,43.79529674795433
China,macau,13-18h,928,wind_speed_10m,6.749303923240964
China,macau,13-18h,928,wind_gusts_10m,14.661770750892408
China,macau,19-24h,276,temperature_2m,1.9907576301571686
China,macau,19-24h,276,relative_humidity_2m,6.539733629287127
China,macau,19-24h,276,dew_point_2m,2.1789174283162476
China,macau,19-24h,276,apparent_temperature,1.8449107436875944
China,macau,19-24h,276,precipitation,0.38334908600273254
China,macau,19-24h,276,rain,0.3945277859835014
China,macau,19-24h,276,showers,0.034050261230349946
China,macau,19-24h,276,snowfall,0
China,macau,19-24h,276,snow_depth,0
China,macau,19-24h,276,weather_code,18.85201715267196
China,macau,19-24h,276,pressure_msl,0.4605447310255081
China,macau,19-24h,276,surface_pressure,0.45124626137598034
China,macau,19-24h,276,cloud_cover,43.42342919321954
China,macau,19-24h,276,wind_speed_10m,7.461004905701279
China,macau,19-24h,276,wind_gusts_10m,16.065587942619125
China,macau,7-12h,1478,temperature_2m,1.7034590296700847
China,macau,7-12h,1478,relative_humidity_2m,7.850256195021252
China,macau,7-12h,1478,dew_point_2m,1.8023852786871475
China,macau,7-12h,1478,apparent_temperature,1.5674203313929134
China,macau,7-12h,1478,precipitation,0.18433217060630794
China,macau,7-12h,1478,rain,0.18462557655500478
China,macau,7-12h,1478,showers,0.0073571189277770975
China,macau,7-12h,1478,snowfall,0
China,macau,7-12h,1478,snow_depth,0
China,macau,7-12h,1478,weather_code,13.653849452496827
China,macau,7-12h,1478,pressure_msl,0.37667083795056516
China,macau,7-12h,1478,surface_pressure,0.3764732000625807
China,macau,7-12h,1478,cloud_cover,41.27643697056609
China,macau,7-12h,1478,wind_speed_10m,6.161535492156935
China,macau,7-12h,1478,wind_gusts_10m,13.545929987090425
China,shanghai,0h,372,temperature_2m,1.212745928944741
China,shanghai,0h,372,relative_humidity_2m,7.352126457077586
China,shanghai,0h,372,dew_point_2m,1.8945734617983379
China,shanghai,0h,372,apparent_temperature,1.1284683691690494
China,shanghai,0h,372,precipitation,0.04751909633114915
China,shanghai,0h,372,rain,0.04751909633114915
China,shanghai,0h,372,showers,0
China,shanghai,0h,372,snowfall,0
China,shanghai,0h,372,snow_depth,0
China,shanghai,0h,372,weather_code,8.130984148662845
China,shanghai,0h,372,pressure_msl,0.42804883652641434
China,shanghai,0h,372,surface_pressure,0.42804883652640624
China,shanghai,0h,372,cloud_cover,23.835344677893342
China,shanghai,0h,372,wind_speed_10m,2.26981122799952
China,shanghai,0h,372,wind_gusts_10m,4.218252708643532
China,shanghai,1-6h,2038,temperature_2m,1.2868322320049304
China,shanghai,1-6h,2038,relative_humidity_2m,9.03960319415364
China,shanghai,1-6h,2038,dew_point_2m,2.1006424551168745
China,shanghai,1-6h,2038,apparent_temperature,1.1224535021875564
China,shanghai,1-6h,2038,precipitation,0.05960287286184847
China,shanghai,1-6h,2038,rain,0.05968514049639645
China,shanghai,1-6h,2038,showers,0
China,shanghai,1-6h,2038,snowfall,0
China,shanghai,1-6h,2038,snow_depth,0
China,shanghai,1-6h,2038,weather_code,10.075086111642753
China,shanghai,1-6h,2038,pressure_msl,0.526342388667255
China,shanghai,1-6h,2038,surface_pressure,0.5263423886672485
China,shanghai,1-6h,2038,cloud_cover,28.68903699960442
China,shanghai,1-6h,2038,wind_speed_10m,2.4146632531481536
China,shanghai,1-6h,2038,wind_gusts_10m,4.460184781220396
China,shanghai,13-18h,928,temperature_2m,1.5890316396233708
China,shanghai,13-18h,928,relative_humidity_2m,9.616011252790479
China,shanghai,13-18h,928,dew_point_2m,1.7546489972208903
China,shanghai,13-18h,928,apparent_temperature,1.491397747543998
China,shanghai,13-18h,928,precipitation,0.06532412555335392
China,shanghai,13-18h,928,rain,0.06581714481595308
