country,city,lead_time_group,n_obs,variable,rmse
Malta,valletta,1-6h,2036,wind_gusts_10m,8.327591604140048
Malta,valletta,13-18h,928,temperature_2m,0.8328648108207287
Malta,valletta,13-18h,928,relative_humidity_2m,6.9802677549671746
Malta,valletta,13-18h,928,dew_point_2m,1.108839872149701
Malta,valletta,13-18h,928,apparent_temperature,1.0412608404866837
Malta,valletta,13-18h,928,precipitation,0.24831327543774354
Malta,valletta,13-18h,928,rain,0.25180383717051075
Malta,valletta,13-18h,928,showers,0.05211062503347384
Malta,valletta,13-18h,928,snowfall,0
Malta,valletta,13-18h,928,snow_depth,0
Malta,valletta,13-18h,928,weather_code,18.32818632034014
Malta,valletta,13-18h,928,pressure_msl,0.4428308231492425
Malta,valletta,13-18h,928,surface_pressure,0.4411730053954542
Malta,valletta,13-18h,928,cloud_cover,33.267528436537965
Malta,valletta,13-18h,928,wind_speed_10m,6.172352147640537
Malta,valletta,13-18h,928,wind_gusts_10m,8.504702046312483
Malta,valletta,19-24h,272,temperature_2m,0.9325802283733777
Malta,valletta,19-24h,272,relative_humidity_2m,7.31235859591788
Malta,valletta,19-24h,272,dew_point_2m,1.0465981306398477
Malta,valletta,19-24h,272,apparent_temperature,1.0478268828726376
Malta,valletta,19-24h,272,precipitation,0.37719943234939507
Malta,valletta,19-24h,272,rain,0.3849178674806904
Malta,valletta,19-24h,272,showers,0.0641688947919748
Malta,valletta,19-24h,272,snowfall,0
Malta,valletta,19-24h,272,snow_depth,0
Malta,valletta,19-24h,272,weather_code,18.431510742076846
Malta,valletta,19-24h,272,pressure_msl,0.41894475278053966
Malta,valletta,19-24h,272,surface_pressure,0.42148197923936276
Malta,valletta,19-24h,272,cloud_cover,32.05854020382088
Malta,valletta,19-24h,272,wind_speed_10m,6.297723678394581
Malta,valletta,19-24h,272,wind_gusts_10m,9.306745656021892
Malta,valletta,7-12h,1456,temperature_2m,0.7110200071372469
Malta,valletta,7-12h,1456,relative_humidity_2m,6.370756506219529
Malta,valletta,7-12h,1456,dew_point_2m,1.0463043282204023
Malta,valletta,7-12h,1456,apparent_temperature,1.007717473052098
Malta,valletta,7-12h,1456,precipitation,0.2787826756091207
Malta,valletta,7-12h,1456,rain,0.28492335580172906
Malta,valletta,7-12h,1456,showers,0.16086988804347718
Malta,valletta,7-12h,1456,snowfall,0
Malta,valletta,7-12h,1456,snow_depth,0
Malta,valletta,7-12h,1456,weather_code,20.564058317985157
Malta,valletta,7-12h,1456,pressure_msl,0.401627868872347
Malta,valletta,7-12h,1456,surface_pressure,0.3985033814849553
Malta,valletta,7-12h,1456,cloud_cover,31.43550435520216
Malta,valletta,7-12h,1456,wind_speed_10m,5.512990403294131
Malta,valletta,7-12h,1456,wind_gusts_10m,8.070002791507886
Mexico,mexico_city,0h,372,temperature_2m,1.8558248897741878
Mexico,mexico_city,0h,372,relative_humidity_2m,10.958131463041056
Mexico,mexico_city,0h,372,dew_point_2m,2.4632459570983345
Mexico,mexico_city,0h,372,apparent_temperature,2.2337826542071095
Mexico,mexico_city,0h,372,precipitation,0.18851428170990692
Mexico,mexico_city,0h,372,rain,0.10472698761772856
Mexico,mexico_city,0h,372,showers,0.1791557260975724
Mexico,mexico_city,0h,372,snowfall,0
Mexico,mexico_city,0h,372,snow_depth,0
Mexico,mexico_city,0h,372,weather_code,19.643188099432265
Mexico,mexico_city,0h,372,pressure_msl,1.1636982204966633
Mexico,mexico_city,0h,372,surface_pressure,1.3263864728158243
Mexico,mexico_city,0h,372,cloud_cover,41.25360850948391
Mexico,mexico_city,0h,372,wind_speed_10m,4.381271234973772
Mexico,mexico_city,0h,372,wind_gusts_10m,7.171617444774474
Mexico,mexico_city,1-6h,2036,temperature_2m,1.8147967461571215
Mexico,mexico_city,1-6h,2036,relative_humidity_2m,10.421565972928171
Mexico,mexico_city,1-6h,2036,dew_point_2m,2.554729040722865
Mexico,mexico_city,1-6h,2036,apparent_temperature,2.2264550660411264
Mexico,mexico_city,1-6h,2036,precipitation,0.14827097796825273
Mexico,mexico_city,1-6h,2036,rain,0.04563457827978765
Mexico,mexico_city,1-6h,2036,showers,0.14266616479601302
Mexico,mexico_city,1-6h,2036,snowfall,0
Mexico,mexico_city,1-6h,2036,snow_depth,0
Mexico,mexico_city,1-6h,2036,weather_code,15.20223848680921
Mexico,mexico_city,1-6h,2036,pressure_msl,1.0009474882646272
Mexico,mexico_city,1-6h,2036,surface_pressure,1.2952118258687777
Mexico,mexico_city,1-6h,2036,cloud_cover,40.67106538955446
Mexico,mexico_city,1-6h,2036,wind_speed_10m,4.067286472998689
Mexico,mexico_city,1-6h,2036,wind_gusts_10m,6.721834930508625
Mexico,mexico_city,13-18h,928,temperature_2m,1.2606614301148862
Mexico,mexico_city,13-18h,928,relative_humidity_2m,7.889457172883228
Mexico,mexico_city,13-18h,928,dew_point_2m,2.1975593829017024
Mexico,mexico_city,13-18h,928,apparent_temperature,1.7515633411130282
Mexico,mexico_city,13-18h,928,precipitation,0.057423112011658235
Mexico,mexico_city,13-18h,928,rain,0.03595974761140382
Mexico,mexico_city,13-18h,928,showers,0.04330127018922193
Mexico,mexico_city,13-18h,928,snowfall,0
Mexico,mexico_city,13-18h,928,snow_depth,0
Mexico,mexico_city,13-18h,928,weather_code,13.069030911491382
Mexico,mexico_city,13-18h,928,pressure_msl,1.0692508656966808
Mexico,mexico_city,13-18h,928,surface_pressure,0.4065731473399734
Mexico,mexico_city,13-18h,928,cloud_cover,38.7229327045535
Mexico,mexico_city,13-18h,928,wind_speed_10m,5.208526663078533
Mexico,mexico_city,13-18h,928,wind_gusts_10m,7.528312937813835
Mexico,mexico_city,19-24h,272,temperature_2m,1.3014980056932586
Mexico,mexico_city,19-24h,272,relative_humidity_2m,7.757349456369443
Mexico,mexico_city,19-24h,272,dew_point_2m,2.5865887142084625
Mexico,mexico_city,19-24h,272,apparent_temperature,1.6182097951676322
Mexico,mexico_city,19-24h,272,precipitation,0.09393364366277243
Mexico,mexico_city,19-24h,272,rain,0.048507125007266595
Mexico,mexico_city,19-24h,272,showers,0.08269362305593853
Mexico,mexico_city,19-24h,272,snowfall,0
Mexico,mexico_city,19-24h,272,snow_depth,0
Mexico,mexico_city,19-24h,272,weather_code,20.793275213819662
Mexico,mexico_city,19-24h,272,pressure_msl,1.2636024598229436
Mexico,mexico_city,19-24h,272,surface_pressure,0.42908932293733315
Mexico,mexico_city,19-24h,272,cloud_cover,40.02572702062277
Mexico,mexico_city,19-24h,272,wind_speed_10m,5.091450446293161
Mexico,mexico_city,19-24h,272,wind_gusts_10m,9.272694734922466
Mexico,mexico_city,7-12h,1446,temperature_2m,1.4881784051053333
Mexico,mexico_city,7-12h,1446,relative_humidity_2m,10.73031666412086
Mexico,mexico_city,7-12h,1446,dew_point_2m,2.6035697379481912
Mexico,mexico_city,7-12h,1446,apparent_temperature,1.916522034352969
Mexico,mexico_city,7-12h,1446,precipitation,0.051532530112066474
Mexico,mexico_city,7-12h,1446,rain,0.03408556477661884
Mexico,mexico_city,7-12h,1446,showers,0.038289860489702565
Mexico,mexico_city,7-12h,1446,snowfall,0
Mexico,mexico_city,7-12h,1446,snow_depth,0
Mexico,mexico_city,7-12h,1446,weather_code,13.97993028949114
Mexico,mexico_city,7-12h,1446,pressure_msl,1.1438995690472094
Mexico,mexico_city,7-12h,1446,surface_pressure,1.1051682935748295
Mexico,mexico_city,7-12h,1446,cloud_cover,39.46907327902241
Mexico,mexico_city,7-12h,1446,wind_speed_10m,4.118510654815799
Mexico,mexico_city,7-12h,1446,wind_gusts_10m,6.221763880240563
Moldova,chisinau,0h,372,temperature_2m,0.8088223218897317
Moldova,chisinau,0h,372,relative_humidity_2m,4.988696901415594
Moldova,chisinau,0h,372,dew_point_2m,0.9212252243498843
Moldova,chisinau,0h,372,apparent_temperature,1.142295368841798
Moldova,chisinau,0h,372,precipitation,0.18139246347754256
Moldova,chisinau,0h,372,rain,0.15657627225176254
Moldova,chisinau,0h,372,showers,0.0421211769587116
Moldova,chisinau,0h,372,snowfall,0.014517323726225955
Moldova,chisinau,0h,372,snow_depth,0.003279129178919765
Moldova,chisinau,0h,372,weather_code,24.194663056759182
Moldova,chisinau,0h,372,pressure_msl,0.3995965707495984
Moldova,chisinau,0h,372,surface_pressure,0.3921953649663315
Moldova,chisinau,0h,372,cloud_cover,22.919330245989546
Moldova,chisinau,0h,372,wind_speed_10m,3.764663088782715
Moldova,chisinau,0h,372,wind_gusts_10m,5.8192672191386725
Moldova,chisinau,1-6h,2036,temperature_2m,0.9126269860776046
Moldova,chisinau,1-6h,2036,relative_humidity_2m,5.599782482444083
Moldova,chisinau,1-6h,2036,dew_point_2m,1.0450463183350387
Moldova,chisinau,1-6h,2036,apparent_temperature,1.2318465701925254
Moldova,chisinau,1-6h,2036,precipitation,0.1461355508223286
Moldova,chisinau,1-6h,2036,rain,0.13726202839852902
Moldova,chisinau,1-6h,2036,showers,0.030708720915646245
Moldova,chisinau,1-6h,2036,snowfall,0.03723234540294665
Moldova,chisinau,1-6h,2036,snow_depth,0.0034190038646257958
Moldova,chisinau,1-6h,2036,weather_code,22.64442839915722
Moldova,chisinau,1-6h,2036,pressure_msl,0.4334831739324052
Moldova,chisinau,1-6h,2036,surface_pressure,0.420029000776286
Moldova,chisinau,1-6h,2036,cloud_cover,24.707025956813343
Moldova,chisinau,1-6h,2036,wind_speed_10m,3.7385686932652797
Moldova,chisinau,1-6h,2036,wind_gusts_10m,5.820860460700544
Moldova,chisinau,13-18h,928,temperature_2m,1.035834246492602
Moldova,chisinau,13-18h,928,relative_humidity_2m,6.542796776239685
Moldova,chisinau,13-18h,928,dew_point_2m,1.2396207011657319
Moldova,chisinau,13-18h,928,apparent_temperature,1.3876378465231656
Moldova,chisinau,13-18h,928,precipitation,0.14413834350708182
Moldova,chisinau,13-18h,928,rain,0.11971589932721609
Moldova,chisinau,13-18h,928,showers,0.04404151646360276
Moldova,chisinau,13-18h,928,snowfall,0.012585911663991334
Moldova,chisinau,13-18h,928,snow_depth,0.0036258173870367394
Moldova,chisinau,13-18h,928,weather_code,22.297121740956488
Moldova,chisinau,13-18h,928,pressure_msl,0.6414221806213897
Moldova,chisinau,13-18h,928,surface_pressure,0.6170878493319281
Moldova,chisinau,13-18h,928,cloud_cover,28.154400342054696
Moldova,chisinau,13-18h,928,wind_speed_10m,4.147293467244424
Moldova,chisinau,13-18h,928,wind_gusts_10m,6.316760682283395
Moldova,chisinau,19-24h,272,temperature_2m,1.1497761930556951
Moldova,chisinau,19-24h,272,relative_humidity_2m,6.759524870180465
Moldova,chisinau,19-24h,272,dew_point_2m,1.242832391330857
Moldova,chisinau,19-24h,272,apparent_temperature,1.412158339730566
Moldova,chisinau,19-24h,272,precipitation,0.05815799980377997
Moldova,chisinau,19-24h,272,rain,0.04774318553161155
Moldova,chisinau,19-24h,272,showers,0.03535533905932738
Moldova,chisinau,19-24h,272,snowfall,0.008488746876271654
Moldova,chisinau,19-24h,272,snow_depth,0.0035355339059327372
Moldova,chisinau,19-24h,272,weather_code,24.984995497297973
Moldova,chisinau,19-24h,272,pressure_msl,0.6777449633114929
Moldova,chisinau,19-24h,272,surface_pressure,0.6460854978934562
Moldova,chisinau,19-24h,272,cloud_cover,24.813865905506756
Moldova,chisinau,19-24h,272,wind_speed_10m,4.183159515176508
Moldova,chisinau,19-24h,272,wind_gusts_10m,6.513588737039983
Moldova,chisinau,7-12h,1442,temperature_2m,1.004338715375002
Moldova,chisinau,7-12h,1442,relative_humidity_2m,6.717707983738577
Moldova,chisinau,7-12h,1442,dew_point_2m,1.268453250108774
Moldova,chisinau,7-12h,1442,apparent_temperature,1.3120745132928742
Moldova,chisinau,7-12h,1442,precipitation,0.13013382634832296
Moldova,chisinau,7-12h,1442,rain,0.12803865574415857
Moldova,chisinau,7-12h,1442,showers,0.056847363581663604
Moldova,chisinau,7-12h,1442,snowfall,0.010427744918134021
Moldova,chisinau,7-12h,1442,snow_depth,0.0032252471440314795
Moldova,chisinau,7-12h,1442,weather_code,22.18151071220642
Moldova,chisinau,7-12h,1442,pressure_msl,0.567667930514182
Moldova,chisinau,7-12h,1442,surface_pressure,0.547671910451794
Moldova,chisinau,7-12h,1442,cloud_cover,27.49850582247685
Moldova,chisinau,7-12h,1442,wind_speed_10m,3.605091560487846
Moldova,chisinau,7-12h,1442,wind_gusts_10m,5.77450395945908
Morocco,casablanca,0h,372,temperature_2m,0.8143207473532112
Morocco,casablanca,0h,372,relative_humidity_2m,6.953377766639131
Morocco,casablanca,0h,372,dew_point_2m,1.3841071808830567
Morocco,casablanca,0h,372,apparent_temperature,1.0383247466808698
Morocco,casablanca,0h,372,precipitation,0.7721287429560726
Morocco,casablanca,0h,372,rain,0.8807377161965887
Morocco,casablanca,0h,372,showers,0.5144680936217899
Morocco,casablanca,0h,372,snowfall,0
Morocco,casablanca,0h,372,snow_depth,0
Morocco,casablanca,0h,372,weather_code,24.593906055235784
Morocco,casablanca,0h,372,pressure_msl,0.467491590402194
Morocco,casablanca,0h,372,surface_pressure,0.45537412245081277
Morocco,casablanca,0h,372,cloud_cover,30.98542841713744
Morocco,casablanca,0h,372,wind_speed_10m,4.39199540709163
Morocco,casablanca,0h,372,wind_gusts_10m,5.608653068902714
Morocco,casablanca,1-6h,2036,temperature_2m,0.875838077453524
Morocco,casablanca,1-6h,2036,relative_humidity_2m,7.70534221334487
Morocco,casablanca,1-6h,2036,dew_point_2m,1.6051794849118666
Morocco,casablanca,1-6h,2036,apparent_temperature,1.0684114127782487
Morocco,casablanca,1-6h,2036,precipitation,0.49128955046576817
Morocco,casablanca,1-6h,2036,rain,0.5957610575734382
Morocco,casablanca,1-6h,2036,showers,0.42099843902104106
Morocco,casablanca,1-6h,2036,snowfall,0
Morocco,casablanca,1-6h,2036,snow_depth,0
Morocco,casablanca,1-6h,2036,weather_code,23.77452203176543
Morocco,casablanca,1-6h,2036,pressure_msl,0.46343723069865944
Morocco,casablanca,1-6h,2036,surface_pressure,0.4473014480880768
Morocco,casablanca,1-6h,2036,cloud_cover,31.15645921609332
Morocco,casablanca,1-6h,2036,wind_speed_10m,4.210145385260403
Morocco,casablanca,1-6h,2036,wind_gusts_10m,6.073219742061327
Morocco,casablanca,13-18h,928,temperature_2m,0.9848748388886083
Morocco,casablanca,13-18h,928,relative_humidity_2m,8.076146230166618
Morocco,casablanca,13-18h,928,dew_point_2m,1.447158333210057
Morocco,casablanca,13-18h,928,apparent_temperature,0.9698582370635411
Morocco,casablanca,13-18h,928,precipitation,0.5365117217603049
Morocco,casablanca,13-18h,928,rain,0.6016142079210013
Morocco,casablanca,13-18h,928,showers,0.4372967508178652
Morocco,casablanca,13-18h,928,snowfall,0
Morocco,casablanca,13-18h,928,snow_depth,0
Morocco,casablanca,13-18h,928,weather_code,24.696083732530102
Morocco,casablanca,13-18h,928,pressure_msl,0.5641594296552781
Morocco,casablanca,13-18h,928,surface_pressure,0.540274515153306
Morocco,casablanca,13-18h,928,cloud_cover,29.26465886732134
Morocco,casablanca,13-18h,928,wind_speed_10m,4.91467059618094
Morocco,casablanca,13-18h,928,wind_gusts_10m,7.585191448496526
Morocco,casablanca,19-24h,272,temperature_2m,1.162622542560821
Morocco,casablanca,19-24h,272,relative_humidity_2m,7.370948538210071
Morocco,casablanca,19-24h,272,dew_point_2m,1.2493527736156735
Morocco,casablanca,19-24h,272,apparent_temperature,1.1628754928042409
Morocco,casablanca,19-24h,272,precipitation,0.49467755392067386
Morocco,casablanca,19-24h,272,rain,0.6759524870180466
Morocco,casablanca,19-24h,272,showers,0.3296611450993812
Morocco,casablanca,19-24h,272,snowfall,0
Morocco,casablanca,19-24h,272,snow_depth,0
Morocco,casablanca,19-24h,272,weather_code,23.92605028735293
Morocco,casablanca,19-24h,272,pressure_msl,0.47881594154994106
Morocco,casablanca,19-24h,272,surface_pressure,0.4738763800079221
Morocco,casablanca,19-24h,272,cloud_cover,28.322979653818
Morocco,casablanca,19-24h,272,wind_speed_10m,4.465035735315794
Morocco,casablanca,19-24h,272,wind_gusts_10m,6.089775664756364
Morocco,casablanca,7-12h,1440,temperature_2m,0.9203411203340737
Morocco,casablanca,7-12h,1440,relative_humidity_2m,8.720983634634086
Morocco,casablanca,7-12h,1440,dew_point_2m,1.9270804054031812
Morocco,casablanca,7-12h,1440,apparent_temperature,1.148295838768622
Morocco,casablanca,7-12h,1440,precipitation,0.5676706791793988
Morocco,casablanca,7-12h,1440,rain,0.6680298562855472
Morocco,casablanca,7-12h,1440,showers,0.3954779106066201
Morocco,casablanca,7-12h,1440,snowfall,0
Morocco,casablanca,7-12h,1440,snow_depth,0
Morocco,casablanca,7-12h,1440,weather_code,24.21853628937967
Morocco,casablanca,7-12h,1440,pressure_msl,0.5095749863039466
Morocco,casablanca,7-12h,1440,surface_pressure,0.4822689429491942
Morocco,casablanca,7-12h,1440,cloud_cover,31.383182863863038
Morocco,casablanca,7-12h,1440,wind_speed_10m,4.3961520421588896
Morocco,casablanca,7-12h,1440,wind_gusts_10m,6.304195031881548
Netherlands,amsterdam,0h,372,temperature_2m,1.2391464283803355
Netherlands,amsterdam,0h,372,relative_humidity_2m,12.90723727966401
Netherlands,amsterdam,0h,372,dew_point_2m,6.631948577566315
Netherlands,amsterdam,0h,372,apparent_temperature,1.3284723217581236
Netherlands,amsterdam,0h,372,precipitation,0.6314346184834617
Netherlands,amsterdam,0h,372,rain,0.5735664692288558
Netherlands,amsterdam,0h,372,showers,0.13931475927028564
Netherlands,amsterdam,0h,372,snowfall,0.0696226387603701
Netherlands,amsterdam,0h,372,snow_depth,0.003279129178919765
Netherlands,amsterdam,0h,372,weather_code,18.90880775598208
Netherlands,amsterdam,0h,372,pressure_msl,0.4035461093426515
Netherlands,amsterdam,0h,372,surface_pressure,0.3943825990185119
Netherlands,amsterdam,0h,372,cloud_cover,42.38171395094062
Netherlands,amsterdam,0h,372,wind_speed_10m,4.58533192006907
Netherlands,amsterdam,0h,372,wind_gusts_10m,6.388379908041034
Netherlands,amsterdam,1-6h,2036,temperature_2m,1.256194865566266
Netherlands,amsterdam,1-6h,2036,relative_humidity_2m,13.223966157814589
Netherlands,amsterdam,1-6h,2036,dew_point_2m,6.559050197185146
Netherlands,amsterdam,1-6h,2036,apparent_temperature,1.3746405138215902
Netherlands,amsterdam,1-6h,2036,precipitation,0.3975242637563764
Netherlands,amsterdam,1-6h,2036,rain,0.393213549962693
Netherlands,amsterdam,1-6h,2036,showers,0.01329726621533809
Netherlands,amsterdam,1-6h,2036,snowfall,0.03047914678920713
Netherlands,amsterdam,1-6h,2036,snow_depth,0.003695162238463396
Netherlands,amsterdam,1-6h,2036,weather_code,19.61275395955888
Netherlands,amsterdam,1-6h,2036,pressure_msl,0.37598593377526246
Netherlands,amsterdam,1-6h,2036,surface_pressure,0.3697155493434455
Netherlands,amsterdam,1-6h,2036,cloud_cover,40.91112366206446
Netherlands,amsterdam,1-6h,2036,wind_speed_10m,4.444621039931875
Netherlands,amsterdam,1-6h,2036,wind_gusts_10m,6.782427021832473
Netherlands,amsterdam,13-18h,928,temperature_2m,1.3876456121170082
Netherlands,amsterdam,13-18h,928,relative_humidity_2m,15.879258863969865
Netherlands,amsterdam,13-18h,928,dew_point_2m,7.641463289638742
Netherlands,amsterdam,13-18h,928,apparent_temperature,1.4183450166327292
Netherlands,amsterdam,13-18h,928,precipitation,0.4539576920891379
Netherlands,amsterdam,13-18h,928,rain,0.4433658487773601
Netherlands,amsterdam,13-18h,928,showers,0.032826608214930636
Netherlands,amsterdam,13-18h,928,snowfall,0.028142954039492116
Netherlands,amsterdam,13-18h,928,snow_depth,0.003771490147280579
Netherlands,amsterdam,13-18h,928,weather_code,20.366522987998948
Netherlands,amsterdam,13-18h,928,pressure_msl,0.5205062191155185
Netherlands,amsterdam,13-18h,928,surface_pressure,0.5151790783393897
Netherlands,amsterdam,13-18h,928,cloud_cover,40.50973701597492
Netherlands,amsterdam,13-18h,928,wind_speed_10m,4.657250095096447
Netherlands,amsterdam,13-18h,928,wind_gusts_10m,6.588866981769193
Netherlands,amsterdam,19-24h,272,temperature_2m,1.4950162304843932
Netherlands,amsterdam,19-24h,272,relative_humidity_2m,16.10101385189217
Netherlands,amsterdam,19-24h,272,dew_point_2m,7.816855844527111
Netherlands,amsterdam,19-24h,272,apparent_temperature,1.6821073967252054
Netherlands,amsterdam,19-24h,272,precipitation,0.2583886721246753
Netherlands,amsterdam,19-24h,272,rain,0.25509513796182925
Netherlands,amsterdam,19-24h,272,showers,0
Netherlands,amsterdam,19-24h,272,snowfall,0.006002450479987809
Netherlands,amsterdam,19-24h,272,snow_depth,0.004021998332699219
Netherlands,amsterdam,19-24h,272,weather_code,18.8730277504853
Netherlands,amsterdam,19-24h,272,pressure_msl,0.5447611457164999
Netherlands,amsterdam,19-24h,272,surface_pressure,0.5422583495411178
Netherlands,amsterdam,19-24h,272,cloud_cover,43.317144411883845
Netherlands,amsterdam,19-24h,272,wind_speed_10m,4.63156529251435
Netherlands,amsterdam,19-24h,272,wind_gusts_10m,6.76307013471388
Netherlands,amsterdam,7-12h,1432,temperature_2m,1.195130950493215
Netherlands,amsterdam,7-12h,1432,relative_humidity_2m,13.644938898430414
Netherlands,amsterdam,7-12h,1432,dew_point_2m,6.752550728486393
Netherlands,amsterdam,7-12h,1432,apparent_temperature,1.343154587458218
Netherlands,amsterdam,7-12h,1432,precipitation,0.35147335539564395
Netherlands,amsterdam,7-12h,1432,rain,0.3411490606234257
Netherlands,amsterdam,7-12h,1432,showers,0.01905593061543077
Netherlands,amsterdam,7-12h,1432,snowfall,0.03681070405413205
Netherlands,amsterdam,7-12h,1432,snow_depth,0.0037184426367039875
Netherlands,amsterdam,7-12h,1432,weather_code,18.379381817070282
Netherlands,amsterdam,7-12h,1432,pressure_msl,0.454739166442925
Netherlands,amsterdam,7-12h,1432,surface_pressure,0.4495497437070099
Netherlands,amsterdam,7-12h,1432,cloud_cover,40.492205609028005
Netherlands,amsterdam,7-12h,1432,wind_speed_10m,4.522941211944271
Netherlands,amsterdam,7-12h,1432,wind_gusts_10m,6.200630712197774
Netherlands,utrecht,0h,372,temperature_2m,0.8822624874572156
Netherlands,utrecht,0h,372,relative_humidity_2m,12.966043327472436
Netherlands,utrecht,0h,372,dew_point_2m,6.7007702975587184
Netherlands,utrecht,0h,372,apparent_temperature,1.1101922724106983
Netherlands,utrecht,0h,372,precipitation,0.47041505352257296
Netherlands,utrecht,0h,372,rain,0.4220406136497914
Netherlands,utrecht,0h,372,showers,0
Netherlands,utrecht,0h,372,snowfall,0.10405488626123575
Netherlands,utrecht,0h,372,snow_depth,0.001466471150213533
Netherlands,utrecht,0h,372,weather_code,19.170850408272035
Netherlands,utrecht,0h,372,pressure_msl,0.3927433154465575
Netherlands,utrecht,0h,372,surface_pressure,0.39157800414902144
Netherlands,utrecht,0h,372,cloud_cover,36.66830397126423
Netherlands,utrecht,0h,372,wind_speed_10m,2.241351358885638
Netherlands,utrecht,0h,372,wind_gusts_10m,4.665245559349717
Netherlands,utrecht,1-6h,2036,temperature_2m,0.989721240347647
Netherlands,utrecht,1-6h,2036,relative_humidity_2m,13.105848362340383
Netherlands,utrecht,1-6h,2036,dew_point_2m,6.6012731700497636
Netherlands,utrecht,1-6h,2036,apparent_temperature,1.1569258432067997
Netherlands,utrecht,1-6h,2036,precipitation,0.4274817750225433
Netherlands,utrecht,1-6h,2036,rain,0.36492860673797156
Netherlands,utrecht,1-6h,2036,showers,0.019320479886005427
Netherlands,utrecht,1-6h,2036,snowfall,0.14285882682139683
Netherlands,utrecht,1-6h,2036,snow_depth,0.00236626586532095
Netherlands,utrecht,1-6h,2036,weather_code,19.365018184166118
Netherlands,utrecht,1-6h,2036,pressure_msl,0.36320176297573803
Netherlands,utrecht,1-6h,2036,surface_pressure,0.35914928954509306
Netherlands,utrecht,1-6h,2036,cloud_cover,39.090633189338575
Netherlands,utrecht,1-6h,2036,wind_speed_10m,2.177537586601183
Netherlands,utrecht,1-6h,2036,wind_gusts_10m,4.473990540401177
Netherlands,utrecht,13-18h,928,temperature_2m,1.1051895608976956
Netherlands,utrecht,13-18h,928,relative_humidity_2m,15.215690631033162
Netherlands,utrecht,13-18h,928,dew_point_2m,7.504125302240371
Netherlands,utrecht,13-18h,928,apparent_temperature,1.1774552484357805
Netherlands,utrecht,13-18h,928,precipitation,0.3620463868165191
Netherlands,utrecht,13-18h,928,rain,0.26652294977847724
Netherlands,utrecht,13-18h,928,showers,0.009284766908852594
Netherlands,utrecht,13-18h,928,snowfall,0.19186808507139877
Netherlands,utrecht,13-18h,928,snow_depth,0.002746471090012757
Netherlands,utrecht,13-18h,928,weather_code,17.889146198858622
Netherlands,utrecht,13-18h,928,pressure_msl,0.46777628752686623
Netherlands,utrecht,13-18h,928,surface_pressure,0.4656984002549248
Netherlands,utrecht,13-18h,928,cloud_cover,40.45650069242102
Netherlands,utrecht,13-18h,928,wind_speed_10m,2.3567355783385833
Netherlands,utrecht,13-18h,928,wind_gusts_10m,4.572903231593387
Netherlands,utrecht,19-24h,272,temperature_2m,1.2399893263297732
Netherlands,utrecht,19-24h,272,relative_humidity_2m,15.372578718958906
Netherlands,utrecht,19-24h,272,dew_point_2m,7.51028216748839
Netherlands,utrecht,19-24h,272,apparent_temperature,1.3149591807576475
Netherlands,utrecht,19-24h,272,precipitation,0.20951624954530237
Netherlands,utrecht,19-24h,272,rain,0.20951624954530237
Netherlands,utrecht,19-24h,272,showers,0
Netherlands,utrecht,19-24h,272,snowfall,0.012004900959975619
Netherlands,utrecht,19-24h,272,snow_depth,0.0030917347120042117
Netherlands,utrecht,19-24h,272,weather_code,16.79351240281584
Netherlands,utrecht,19-24h,272,pressure_msl,0.5015417406827233
Netherlands,utrecht,19-24h,272,surface_pressure,0.4987484335814987
Netherlands,utrecht,19-24h,272,cloud_cover,42.659217333765184
Netherlands,utrecht,19-24h,272,wind_speed_10m,2.3586979209625256
Netherlands,utrecht,19-24h,272,wind_gusts_10m,4.742114197151259
Netherlands,utrecht,7-12h,1432,temperature_2m,1.0075136718093118
Netherlands,utrecht,7-12h,1432,relative_humidity_2m,13.371308815570028
Netherlands,utrecht,7-12h,1432,dew_point_2m,6.737217360703388
Netherlands,utrecht,7-12h,1432,apparent_temperature,1.1534318479793078
Netherlands,utrecht,7-12h,1432,precipitation,0.2720704805169335
Netherlands,utrecht,7-12h,1432,rain,0.2314334731925494
Netherlands,utrecht,7-12h,1432,showers,0.024219665125078622
Netherlands,utrecht,7-12h,1432,snowfall,0.15588950032907653
Netherlands,utrecht,7-12h,1432,snow_depth,0.0023929598791538947
Netherlands,utrecht,7-12h,1432,weather_code,18.042353957088004
Netherlands,utrecht,7-12h,1432,pressure_msl,0.4230938192508443
Netherlands,utrecht,7-12h,1432,surface_pressure,0.42130748865882
Netherlands,utrecht,7-12h,1432,cloud_cover,37.192425792261105
Netherlands,utrecht,7-12h,1432,wind_speed_10m,2.250859550279359
Netherlands,utrecht,7-12h,1432,wind_gusts_10m,4.3993952733244734
New Zealand,auckland,0h,372,temperature_2m,0.827907064547031
New Zealand,auckland,0h,372,relative_humidity_2m,6.9130545043884295
New Zealand,auckland,0h,372,dew_point_2m,1.3741468516474042
New Zealand,auckland,0h,372,apparent_temperature,1.0966959175103512
New Zealand,auckland,0h,372,precipitation,0.6287895864961677
New Zealand,auckland,0h,372,rain,0.6069490067330151
New Zealand,auckland,0h,372,showers,0.18094732792686097
New Zealand,auckland,0h,372,snowfall,0
New Zealand,auckland,0h,372,snow_depth,0
New Zealand,auckland,0h,372,weather_code,22.5358734332142
New Zealand,auckland,0h,372,pressure_msl,0.4429859581745066
New Zealand,auckland,0h,372,surface_pressure,0.44164891423036085
