date_and_time,city,previous_lo,previous_hi,previous_precip,today_lo,today_hi,today_outlook,tomorrow_lo,tomorrow_hi,tomorrow_outlook,email_period,source_file
8/7/2021 20:50,PHILADELPHIA,NA,NA,NA,67,84,SHWRS,68,88,TSTRMS,morning,3_seventy_five_million.csv
8/8/2021 8:50,PHILADELPHIA,NA,NA,NA,69,83,SHWRS,72,89,TSTRMS,morning,3_seventy_five_million.csv
8/8/2021 20:50,PHILADELPHIA,NA,NA,NA,70,89,TSTRMS,72,91,TSTRMS,morning,3_seventy_five_million.csv
8/9/2021 8:50,PHILADELPHIA,NA,NA,NA,72,88,TSTRMS,75,91,SHWRS,afternoon,6_hundred_fifty_million.csv
8/9/2021 20:50,PHILADELPHIA,NA,NA,NA,73,90,TSTRMS,75,94,TSTRMS,afternoon,6_hundred_fifty_million.csv
8/10/2021 8:50,PHILADELPHIA,NA,NA,NA,75,91,TSTRMS,77,94,TSTRMS,afternoon,6_hundred_fifty_million.csv
8/10/2021 8:54,PHILADELPHIA,NA,NA,NA,75,91,TSTRMS,77,94,TSTRMS,afternoon,6_hundred_fifty_million.csv
8/10/2021 20:50,PHILADELPHIA,73,93,0,76,94,TSTRMS,78,97,TSTRMS,afternoon,6_hundred_fifty_million.csv
8/11/2021 8:50,PHILADELPHIA,73,93,0.39,78,95,TSTRMS,78,98,VRYHOT,afternoon,4_hundred_million.csv
8/11/2021 20:50,PHILADELPHIA,73,95,0.39,77,96,PTCLDY,79,97,TSTRMS,afternoon,4_hundred_million.csv
8/12/2021 8:50,PHILADELPHIA,75,95,0.1,79,96,PTCLDY,76,96,TSTRMS,afternoon,6_hundred_fifty_million.csv
8/12/2021 9:05,PHILADELPHIA,75,95,0.1,79,96,PTCLDY,76,96,TSTRMS,afternoon,6_hundred_fifty_million.csv
8/12/2021 20:50,PHILADELPHIA,75,96,0.1,80,98,PTCLDY,76,89,SHWRS,afternoon,6_hundred_fifty_million.csv
8/13/2021 8:50,PHILADELPHIA,79,96,0,76,96,PTCLDY,68,89,SHWRS,afternoon,4_hundred_million.csv
8/13/2021 20:50,PHILADELPHIA,79,95,0,77,89,TSTRMS,68,84,PTCLDY,afternoon,4_hundred_million.csv
8/14/2021 8:50,PHILADELPHIA,75,95,0,69,90,TSTRMS,69,85,PTCLDY,afternoon,6_hundred_fifty_million.csv
8/14/2021 20:50,PHILADELPHIA,75,90,0,69,86,MOCLDY,68,84,MOCLDY,afternoon,6_hundred_fifty_million.csv
8/15/2021 8:50,PHILADELPHIA,72,90,0,68,85,MOCLDY,71,84,SHWRS,morning,5_hundred_twenty_five_million.csv
8/15/2021 20:50,PHILADELPHIA,72,87,0,70,83,SHWRS,71,84,SHWRS,morning,5_hundred_twenty_five_million.csv
8/16/2021 8:50,PHILADELPHIA,71,87,0,72,83,TSTRMS,73,83,SHWRS,morning,5_hundred_twenty_five_million.csv
8/16/2021 20:50,PHILADELPHIA,71,82,0,73,83,SHWRS,72,85,TSTRMS,morning,5_hundred_twenty_five_million.csv
8/17/2021 8:50,PHILADELPHIA,73,82,0,73,84,TSTRMS,74,85,SHWRS,afternoon,4_hundred_million.csv
8/17/2021 20:50,PHILADELPHIA,73,83,0.06,74,85,TSTRMS,75,87,SHWRS,afternoon,4_hundred_million.csv
8/18/2021 8:50,PHILADELPHIA,75,83,0.06,75,86,SHWRS,74,88,TSTRMS,afternoon,6_hundred_fifty_million.csv
8/18/2021 20:50,PHILADELPHIA,75,89,NA,76,88,TSTRMS,74,86,SHWRS,afternoon,6_hundred_fifty_million.csv
8/18/2021 21:05,PHILADELPHIA,75,89,NA,76,88,TSTRMS,74,86,SHWRS,afternoon,6_hundred_fifty_million.csv
8/19/2021 8:50,PHILADELPHIA,79,91,0,74,88,TSTRMS,72,86,TSTRMS,afternoon,4_hundred_million.csv
8/19/2021 20:50,PHILADELPHIA,79,90,0,73,83,TSTRMS,72,84,SHWRS,afternoon,4_hundred_million.csv
8/20/2021 8:50,PHILADELPHIA,77,90,0,72,83,SHWRS,72,85,SHWRS,morning,3_seventy_five_million.csv
8/20/2021 20:50,PHILADELPHIA,76,82,0.12,71,84,SHWRS,73,84,SHWRS,morning,3_seventy_five_million.csv
8/21/2021 8:50,PHILADELPHIA,73,82,0.27,73,85,SHWRS,73,83,TSTRMS,afternoon,6_hundred_fifty_million.csv
8/21/2021 20:50,PHILADELPHIA,72,83,0.33,73,81,SHWRS,74,86,TSTRMS,afternoon,6_hundred_fifty_million.csv
8/22/2021 8:50,PHILADELPHIA,73,83,1.04,72,82,SHWRS,74,86,TSTRMS,afternoon,7_hundred_seventy_five_million.csv
8/22/2021 20:50,PHILADELPHIA,73,83,0.86,71,87,TSTRMS,74,91,SUNNY,afternoon,7_hundred_seventy_five_million.csv
8/23/2021 8:50,PHILADELPHIA,73,83,0.22,74,87,TSTRMS,73,91,SUNNY,morning,5_hundred_twenty_five_million.csv
8/23/2021 20:50,PHILADELPHIA,73,90,0.22,74,91,PTCLDY,73,93,SUNNY,morning,5_hundred_twenty_five_million.csv
8/24/2021 8:50,PHILADELPHIA,74,90,0,73,91,SUNNY,75,92,SUNNY,morning,3_seventy_five_million.csv
8/24/2021 20:50,PHILADELPHIA,74,92,NA,73,93,SUNNY,75,92,TSTRMS,morning,3_seventy_five_million.csv
8/25/2021 8:50,PHILADELPHIA,74,92,0,76,93,SUNNY,75,92,TSTRMS,afternoon,4_hundred_million.csv
8/25/2021 20:50,PHILADELPHIA,73,94,0,75,92,SHWRS,75,93,TSTRMS,afternoon,4_hundred_million.csv
8/26/2021 8:50,PHILADELPHIA,75,94,0,76,92,TSTRMS,76,93,TSTRMS,morning,3_seventy_five_million.csv
8/26/2021 20:50,PHILADELPHIA,75,93,0,76,92,TSTRMS,75,85,SHWRS,morning,3_seventy_five_million.csv
8/27/2021 8:50,PHILADELPHIA,76,93,0,75,92,TSTRMS,72,83,SHWRS,afternoon,8_two_hundred_million.csv
8/27/2021 20:50,PHILADELPHIA,76,93,0,75,80,SHWRS,71,84,TSTRMS,afternoon,8_two_hundred_million.csv
8/28/2021 8:50,PHILADELPHIA,74,93,0.35,71,80,SHWRS,74,84,TSTRMS,morning,5_hundred_twenty_five_million.csv
8/28/2021 20:50,PHILADELPHIA,74,78,3.17,71,84,TSTRMS,73,90,SHWRS,morning,5_hundred_twenty_five_million.csv
8/29/2021 8:50,PHILADELPHIA,68,78,2.82,73,82,TSTRMS,73,88,TSTRMS,afternoon,7_hundred_seventy_five_million.csv
8/29/2021 20:50,PHILADELPHIA,68,80,0,73,88,SHWRS,73,85,SHWRS,afternoon,7_hundred_seventy_five_million.csv
8/30/2021 8:50,PHILADELPHIA,73,80,0,73,88,TSTRMS,72,85,SHWRS,afternoon,4_hundred_million.csv
8/30/2021 20:50,PHILADELPHIA,73,90,0,73,86,TSTRMS,70,77,SHWRS,afternoon,4_hundred_million.csv
8/31/2021 8:50,PHILADELPHIA,74,90,0,71,86,SHWRS,66,77,SHWRS,morning,3_seventy_five_million.csv
8/31/2021 20:50,PHILADELPHIA,74,86,0,71,77,SHWRS,66,75,SHWRS,morning,3_seventy_five_million.csv
9/1/2021 8:50,PHILADELPHIA,69,86,0.49,65,81,SHWRS,59,76,SHWRS,afternoon,7_hundred_seventy_five_million.csv
9/1/2021 20:50,PHILADELPHIA,69,82,2,64,76,SUNNY,59,75,SUNNY,afternoon,7_hundred_seventy_five_million.csv
9/2/2021 8:50,PHILADELPHIA,63,82,1.88,59,75,SUNNY,59,75,SUNNY,afternoon,4_hundred_million.csv
9/2/2021 20:50,PHILADELPHIA,63,78,0.37,58,75,SUNNY,57,79,SUNNY,afternoon,4_hundred_million.csv
9/3/2021 8:50,PHILADELPHIA,59,78,0,59,75,SUNNY,65,79,SUNNY,morning,5_hundred_twenty_five_million.csv
9/3/2021 20:50,PHILADELPHIA,59,74,0,59,78,SUNNY,66,78,SHWRS,morning,5_hundred_twenty_five_million.csv
9/4/2021 8:50,PHILADELPHIA,60,74,0,65,78,MOCLDY,67,78,SHWRS,morning,3_seventy_five_million.csv
9/4/2021 20:50,PHILADELPHIA,60,79,0,65,79,SHWRS,68,83,PTCLDY,morning,3_seventy_five_million.csv
9/5/2021 8:50,PHILADELPHIA,63,79,0,68,77,SHWRS,62,84,PTCLDY,afternoon,8_two_hundred_million.csv
9/5/2021 20:50,PHILADELPHIA,63,76,0.04,69,83,SUNNY,62,83,SUNNY,afternoon,8_two_hundred_million.csv
9/6/2021 8:50,PHILADELPHIA,70,76,0.07,62,83,SUNNY,68,83,SUNNY,morning,3_seventy_five_million.csv
9/6/2021 20:50,PHILADELPHIA,70,85,0.03,63,82,SUNNY,68,85,TSTRMS,morning,3_seventy_five_million.csv
9/7/2021 8:50,PHILADELPHIA,62,85,0,68,82,PTCLDY,68,85,SHWRS,morning,3_seventy_five_million.csv
9/7/2021 20:50,PHILADELPHIA,62,84,0,68,85,TSTRMS,68,79,SHWRS,morning,3_seventy_five_million.csv
9/8/2021 8:50,PHILADELPHIA,66,84,0,69,85,TSTRMS,62,78,SHWRS,afternoon,4_hundred_million.csv
9/8/2021 9:05,PHILADELPHIA,66,84,0,69,85,TSTRMS,62,78,SHWRS,afternoon,4_hundred_million.csv
9/8/2021 20:50,PHILADELPHIA,66,86,0,69,78,SHWRS,62,75,SUNNY,afternoon,4_hundred_million.csv
9/9/2021 8:50,PHILADELPHIA,68,86,0.47,62,75,SHWRS,58,75,SUNNY,afternoon,7_hundred_seventy_five_million.csv
9/9/2021 20:50,PHILADELPHIA,68,74,0.48,62,76,SUNNY,58,79,SUNNY,afternoon,7_hundred_seventy_five_million.csv
9/10/2021 8:50,PHILADELPHIA,62,74,0.01,56,76,SUNNY,64,78,SUNNY,afternoon,7_hundred_seventy_five_million.csv
9/10/2021 20:50,PHILADELPHIA,62,77,0,55,80,SUNNY,64,85,SUNNY,afternoon,7_hundred_seventy_five_million.csv
9/11/2021 8:50,PHILADELPHIA,58,77,0,64,79,SUNNY,72,86,SUNNY,morning,5_hundred_twenty_five_million.csv
9/11/2021 20:50,PHILADELPHIA,58,80,0,65,87,SUNNY,72,90,SUNNY,morning,5_hundred_twenty_five_million.csv
9/12/2021 8:50,PHILADELPHIA,64,80,0,72,87,SUNNY,71,88,SUNNY,afternoon,4_hundred_million.csv
9/12/2021 20:50,PHILADELPHIA,64,86,0,71,89,PTCLDY,71,87,PTCLDY,afternoon,4_hundred_million.csv
9/13/2021 8:50,PHILADELPHIA,70,86,0,70,87,PTCLDY,72,87,PTCLDY,afternoon,8_two_hundred_million.csv
9/13/2021 20:50,PHILADELPHIA,70,88,0,72,88,PTCLDY,72,88,PTCLDY,afternoon,8_two_hundred_million.csv
9/14/2021 8:50,PHILADELPHIA,69,88,0,73,89,PTCLDY,72,88,PTCLDY,morning,3_seventy_five_million.csv
9/14/2021 20:50,PHILADELPHIA,69,88,0,71,89,TSTRMS,71,81,SHWRS,morning,3_seventy_five_million.csv
9/14/2021 21:25,PHILADELPHIA,69,88,0,71,89,TSTRMS,71,81,SHWRS,morning,3_seventy_five_million.csv
9/15/2021 8:50,PHILADELPHIA,71,88,0,71,89,PTCLDY,71,81,SHWRS,afternoon,6_hundred_fifty_million.csv
9/15/2021 20:50,PHILADELPHIA,71,89,0,71,80,SHWRS,71,80,SHWRS,afternoon,6_hundred_fifty_million.csv
9/16/2021 8:50,PHILADELPHIA,71,89,0.05,71,80,SHWRS,69,80,SHWRS,afternoon,4_hundred_million.csv
9/16/2021 20:50,PHILADELPHIA,71,81,0.05,71,80,SHWRS,68,84,PTCLDY,afternoon,4_hundred_million.csv
9/17/2021 8:50,PHILADELPHIA,72,81,0,68,80,SHWRS,67,84,TSTRMS,morning,3_seventy_five_million.csv
9/17/2021 20:50,PHILADELPHIA,72,77,0.01,69,84,TSTRMS,66,80,SUNNY,morning,3_seventy_five_million.csv
9/18/2021 8:50,PHILADELPHIA,69,77,0.01,66,85,TSTRMS,62,81,SUNNY,morning,5_hundred_twenty_five_million.csv
9/18/2021 20:50,PHILADELPHIA,69,87,0,66,80,SUNNY,62,79,SUNNY,morning,5_hundred_twenty_five_million.csv
9/19/2021 8:50,PHILADELPHIA,65,87,0,60,80,SUNNY,62,78,SUNNY,afternoon,6_hundred_fifty_million.csv
9/19/2021 20:50,PHILADELPHIA,65,80,0,62,78,SUNNY,63,79,MOCLDY,afternoon,6_hundred_fifty_million.csv
9/20/2021 8:50,PHILADELPHIA,60,80,0,62,78,SUNNY,68,79,MOCLDY,afternoon,7_hundred_seventy_five_million.csv
9/20/2021 20:50,PHILADELPHIA,60,80,0,62,78,MOCLDY,68,81,SHWRS,afternoon,7_hundred_seventy_five_million.csv
9/21/2021 8:50,PHILADELPHIA,60,80,0,68,78,MOCLDY,69,81,SHWRS,morning,3_seventy_five_million.csv
9/21/2021 20:50,PHILADELPHIA,60,83,0,68,82,SHWRS,69,77,SHWRS,morning,3_seventy_five_million.csv
9/22/2021 8:50,PHILADELPHIA,69,83,0,71,82,SHWRS,61,78,SHWRS,afternoon,4_hundred_million.csv
9/22/2021 20:50,PHILADELPHIA,69,84,0,71,78,SHWRS,61,73,SUNNY,morning,3_seventy_five_million.csv
9/23/2021 8:50,PHILADELPHIA,74,84,0,60,77,SHWRS,56,73,SUNNY,morning,3_seventy_five_million.csv
9/23/2021 20:50,PHILADELPHIA,74,81,1.45,57,73,SUNNY,56,76,PTCLDY,afternoon,6_hundred_fifty_million.csv
9/24/2021 8:50,PHILADELPHIA,56,81,1.56,56,75,SUNNY,58,76,SUNNY,afternoon,4_hundred_million.csv
9/24/2021 20:50,PHILADELPHIA,56,74,0.11,54,77,SUNNY,59,74,SUNNY,afternoon,4_hundred_million.csv
9/25/2021 8:50,PHILADELPHIA,55,74,0,60,77,SUNNY,57,74,SUNNY,afternoon,8_two_hundred_million.csv
9/25/2021 20:50,PHILADELPHIA,55,76,0,59,74,SUNNY,57,79,SUNNY,afternoon,8_two_hundred_million.csv
9/26/2021 8:50,PHILADELPHIA,61,76,0,57,74,SUNNY,63,80,SUNNY,morning,5_hundred_twenty_five_million.csv
9/26/2021 20:50,PHILADELPHIA,61,74,0,58,81,SUNNY,64,79,TSTRMS,morning,5_hundred_twenty_five_million.csv
9/27/2021 8:50,PHILADELPHIA,57,74,0,65,78,SUNNY,55,79,SHWRS,afternoon,6_hundred_fifty_million.csv
9/27/2021 20:50,PHILADELPHIA,57,82,NA,64,79,SHWRS,56,70,SUNNY,afternoon,6_hundred_fifty_million.csv
9/28/2021 8:50,PHILADELPHIA,64,82,0,55,79,TSTRMS,54,70,SUNNY,morning,5_hundred_twenty_five_million.csv
9/29/2021 8:50,PHILADELPHIA,55,78,0.07,54,70,SUNNY,50,68,PTCLDY,afternoon,7_hundred_seventy_five_million.csv
9/29/2021 20:50,PHILADELPHIA,54,70,0.05,52,69,SUNNY,48,69,SUNNY,afternoon,7_hundred_seventy_five_million.csv
9/30/2021 20:50,PHILADELPHIA,58,70,0,51,70,SUNNY,53,77,SUNNY,afternoon,7_hundred_seventy_five_million.csv
10/1/2021 8:50,PHILADELPHIA,50,70,0,53,70,SUNNY,60,77,SUNNY,afternoon,7_hundred_seventy_five_million.csv
10/1/2021 20:50,PHILADELPHIA,50,68,NA,54,76,SUNNY,58,83,PTCLDY,afternoon,7_hundred_seventy_five_million.csv
10/2/2021 8:50,PHILADELPHIA,54,69,0,58,76,SUNNY,67,82,PTCLDY,morning,3_seventy_five_million.csv
10/2/2021 20:50,PHILADELPHIA,54,77,0,59,82,PTCLDY,67,80,SHWRS,morning,3_seventy_five_million.csv
10/2/2021 21:08,PHILADELPHIA,54,77,0,59,82,PTCLDY,67,80,SHWRS,morning,3_seventy_five_million.csv
10/3/2021 20:50,PHILADELPHIA,60,82,NA,67,79,SHWRS,65,74,SHWRS,morning,5_hundred_twenty_five_million.csv
10/4/2021 8:50,PHILADELPHIA,69,83,0,65,79,SHWRS,63,73,SHWRS,afternoon,7_hundred_seventy_five_million.csv
10/4/2021 20:50,PHILADELPHIA,69,82,0,65,74,SHWRS,63,76,MOCLDY,afternoon,7_hundred_seventy_five_million.csv
10/5/2021 20:50,PHILADELPHIA,63,68,NA,63,73,MOCLDY,61,77,MOCLDY,morning,5_hundred_twenty_five_million.csv
10/6/2021 8:50,PHILADELPHIA,64,68,1.5,61,73,MOCLDY,62,77,MOCLDY,afternoon,7_hundred_seventy_five_million.csv
10/7/2021 20:50,PHILADELPHIA,65,77,0,62,77,MOCLDY,62,72,SHWRS,afternoon,6_hundred_fifty_million.csv
10/7/2021 21:50,PHILADELPHIA,65,77,0,62,77,MOCLDY,62,72,SHWRS,afternoon,6_hundred_fifty_million.csv
10/7/2021 22:13,PHILADELPHIA,65,77,0,62,77,MOCLDY,62,72,SHWRS,afternoon,6_hundred_fifty_million.csv
10/8/2021 8:50,PHILADELPHIA,61,77,0,63,78,MOCLDY,63,72,SHWRS,morning,5_hundred_twenty_five_million.csv
10/8/2021 20:50,PHILADELPHIA,61,79,0,62,72,RAIN,63,71,RAIN,morning,5_hundred_twenty_five_million.csv
10/9/2021 8:50,PHILADELPHIA,63,79,0,64,72,SHWRS,64,71,RAIN,morning,3_seventy_five_million.csv
10/9/2021 20:50,PHILADELPHIA,63,71,0,63,71,SHWRS,63,74,MOCLDY,morning,3_seventy_five_million.csv
10/10/2021 8:50,PHILADELPHIA,64,71,0.02,63,70,SHWRS,63,74,MOCLDY,afternoon,4_hundred_million.csv
10/10/2021 20:50,PHILADELPHIA,63,70,0.03,62,74,MOCLDY,62,73,SHWRS,afternoon,4_hundred_million.csv
10/11/2021 8:50,PHILADELPHIA,63,70,0.01,61,74,MOCLDY,63,74,MOCLDY,afternoon,6_hundred_fifty_million.csv
10/11/2021 20:50,PHILADELPHIA,63,72,0,61,71,MOCLDY,62,76,MOCLDY,afternoon,6_hundred_fifty_million.csv
10/12/2021 8:50,PHILADELPHIA,62,72,0,63,73,MOCLDY,62,77,MOCLDY,morning,3_seventy_five_million.csv
10/12/2021 20:50,PHILADELPHIA,62,71,0,63,76,MOCLDY,63,78,PTCLDY,morning,3_seventy_five_million.csv
10/13/2021 8:50,PHILADELPHIA,62,71,0,63,76,MOCLDY,66,78,PTCLDY,afternoon,7_hundred_seventy_five_million.csv
10/13/2021 20:50,PHILADELPHIA,62,73,0,63,78,PTCLDY,65,82,PTCLDY,afternoon,7_hundred_seventy_five_million.csv
10/14/2021 8:50,PHILADELPHIA,62,73,0,63,79,PTCLDY,65,83,PTCLDY,morning,3_seventy_five_million.csv
10/14/2021 20:50,PHILADELPHIA,62,79,0,63,82,PTCLDY,65,78,SHWRS,morning,3_seventy_five_million.csv
10/15/2021 8:50,PHILADELPHIA,61,79,0,65,84,PTCLDY,51,79,SHWRS,afternoon,4_hundred_million.csv
10/15/2021 20:50,PHILADELPHIA,61,82,0,65,80,SHWRS,51,65,SUNNY,afternoon,4_hundred_million.csv
10/16/2021 8:50,PHILADELPHIA,65,82,0,52,79,SHWRS,49,64,PTCLDY,morning,3_seventy_five_million.csv
10/16/2021 20:50,PHILADELPHIA,65,82,0.16,52,63,PTCLDY,49,63,SUNNY,morning,3_seventy_five_million.csv
10/17/2021 8:50,PHILADELPHIA,53,82,0.16,49,63,MOCLDY,46,63,PTCLDY,afternoon,4_hundred_million.csv
10/17/2021 20:50,PHILADELPHIA,53,62,0,49,63,PTCLDY,46,68,SUNNY,afternoon,4_hundred_million.csv
10/18/2021 8:50,PHILADELPHIA,49,62,0,46,64,PTCLDY,55,68,SUNNY,afternoon,4_hundred_million.csv
10/18/2021 20:50,PHILADELPHIA,49,63,0,46,68,SUNNY,54,73,SUNNY,afternoon,4_hundred_million.csv
10/19/2021 8:50,PHILADELPHIA,46,63,0,54,68,SUNNY,55,74,SUNNY,morning,3_seventy_five_million.csv
10/19/2021 20:50,PHILADELPHIA,46,71,0,54,74,SUNNY,54,76,SUNNY,morning,3_seventy_five_million.csv
10/20/2021 8:50,PHILADELPHIA,53,71,0,56,75,SUNNY,58,76,SUNNY,afternoon,6_hundred_fifty_million.csv
10/20/2021 20:50,PHILADELPHIA,53,76,0,56,77,SUNNY,59,70,PTCLDY,afternoon,6_hundred_fifty_million.csv
10/21/2021 8:50,PHILADELPHIA,56,76,0,59,77,SUNNY,54,70,PTCLDY,morning,3_seventy_five_million.csv
10/21/2021 20:50,PHILADELPHIA,56,76,0,58,70,PTCLDY,54,65,MOCLDY,morning,3_seventy_five_million.csv
10/22/2021 8:50,PHILADELPHIA,60,76,0,54,70,PTCLDY,48,64,MOCLDY,afternoon,4_hundred_million.csv
10/22/2021 20:50,PHILADELPHIA,60,67,0,53,63,MOCLDY,48,65,PTCLDY,afternoon,4_hundred_million.csv
10/23/2021 8:50,PHILADELPHIA,52,67,0,48,63,SHWRS,58,64,MOCLDY,morning,3_seventy_five_million.csv
10/23/2021 20:50,PHILADELPHIA,52,64,0.01,47,65,MOCLDY,57,77,SHWRS,morning,3_seventy_five_million.csv
10/24/2021 8:50,PHILADELPHIA,46,64,0.01,57,62,MOCLDY,60,76,SHWRS,afternoon,4_hundred_million.csv
10/24/2021 20:50,PHILADELPHIA,46,62,0,57,76,SHWRS,60,66,SHWRS,afternoon,4_hundred_million.csv
10/25/2021 8:50,PHILADELPHIA,57,62,0,60,78,TSTRMS,54,64,SHWRS,morning,3_seventy_five_million.csv
10/25/2021 20:50,PHILADELPHIA,57,78,0.22,60,64,SHWRS,54,66,PTCLDY,morning,3_seventy_five_million.csv
10/26/2021 8:50,PHILADELPHIA,60,78,1.47,55,63,RAIN,49,65,MOCLDY,morning,5_hundred_twenty_five_million.csv
10/26/2021 20:50,PHILADELPHIA,60,66,1.25,53,66,MOCLDY,49,63,PTCLDY,morning,5_hundred_twenty_five_million.csv
10/27/2021 8:50,PHILADELPHIA,50,66,0.04,49,65,MOCLDY,51,63,PTCLDY,afternoon,6_hundred_fifty_million.csv
10/27/2021 20:50,PHILADELPHIA,50,68,0.04,49,62,PTCLDY,51,61,SHWRS,afternoon,6_hundred_fifty_million.csv
10/28/2021 8:50,PHILADELPHIA,49,68,0,50,62,PTCLDY,55,61,SHWRS,morning,3_seventy_five_million.csv
10/28/2021 20:50,PHILADELPHIA,49,65,0,53,59,RAIN,57,64,RAIN,morning,3_seventy_five_million.csv
10/29/2021 8:50,PHILADELPHIA,51,65,0.02,56,59,SHWRS,53,63,RAIN,morning,3_seventy_five_million.csv
10/29/2021 20:50,PHILADELPHIA,51,61,0.36,57,65,RAIN,53,64,MOCLDY,morning,3_seventy_five_million.csv
10/30/2021 8:50,PHILADELPHIA,57,61,0.57,53,66,SHWRS,49,63,MOCLDY,afternoon,7_hundred_seventy_five_million.csv
10/30/2021 20:50,PHILADELPHIA,57,67,0.23,52,65,MOCLDY,49,62,SUNNY,afternoon,7_hundred_seventy_five_million.csv
10/31/2021 8:50,PHILADELPHIA,52,67,0.03,49,64,MOCLDY,44,61,SUNNY,afternoon,8_two_hundred_million.csv
10/31/2021 20:50,PHILADELPHIA,52,63,0.04,50,61,SUNNY,44,54,RAIN,afternoon,8_two_hundred_million.csv
11/1/2021 8:50,PHILADELPHIA,50,63,0.01,43,61,SUNNY,39,53,RAIN,afternoon,6_hundred_fifty_million.csv
11/1/2021 20:50,PHILADELPHIA,50,60,0,44,53,RAIN,36,53,SUNNY,afternoon,6_hundred_fifty_million.csv
11/2/2021 8:50,PHILADELPHIA,45,60,0,38,53,RAIN,38,53,SUNNY,afternoon,8_two_hundred_million.csv
11/2/2021 20:50,PHILADELPHIA,45,53,0.02,38,53,SUNNY,37,53,PTCLDY,afternoon,8_two_hundred_million.csv
11/3/2021 8:50,PHILADELPHIA,37,53,0.02,37,53,SUNNY,37,53,PTCLDY,afternoon,2_Fifty_million.csv
11/3/2021 20:50,PHILADELPHIA,37,53,0,33,52,PTCLDY,35,53,SUNNY,afternoon,2_Fifty_million.csv
11/4/2021 8:50,PHILADELPHIA,36,53,0,35,52,MOCLDY,35,53,SUNNY,afternoon,4_hundred_million.csv
11/4/2021 20:50,PHILADELPHIA,36,53,0,33,53,SUNNY,35,55,SUNNY,morning,3_seventy_five_million.csv
11/5/2021 8:50,PHILADELPHIA,35,53,0,36,54,SUNNY,39,55,SUNNY,morning,5_hundred_twenty_five_million.csv
11/5/2021 20:50,PHILADELPHIA,35,54,0,35,55,PTCLDY,39,56,MOCLDY,morning,5_hundred_twenty_five_million.csv
11/6/2021 8:50,PHILADELPHIA,34,54,0,38,55,PTCLDY,41,56,MOCLDY,afternoon,8_two_hundred_million.csv
11/6/2021 20:50,PHILADELPHIA,34,57,0,39,57,MOCLDY,41,64,SUNNY,afternoon,8_two_hundred_million.csv
11/7/2021 7:50,PHILADELPHIA,37,57,0,41,57,PTCLDY,44,64,SUNNY,morning,3_seventy_five_million.csv
11/7/2021 19:50,PHILADELPHIA,37,55,0,39,65,SUNNY,44,65,SUNNY,morning,3_seventy_five_million.csv
11/8/2021 7:50,PHILADELPHIA,40,55,0,43,65,SUNNY,48,66,SUNNY,afternoon,7_hundred_seventy_five_million.csv
11/8/2021 19:50,PHILADELPHIA,40,67,0,44,69,SUNNY,49,66,SUNNY,afternoon,7_hundred_seventy_five_million.csv
11/8/2021 20:15,PHILADELPHIA,40,67,0,44,69,SUNNY,49,66,SUNNY,afternoon,7_hundred_seventy_five_million.csv
11/9/2021 7:50,PHILADELPHIA,44,67,0,50,70,SUNNY,45,66,SUNNY,afternoon,2_Fifty_million.csv
11/9/2021 19:50,PHILADELPHIA,44,71,0,49,68,SUNNY,42,64,MOCLDY,afternoon,2_Fifty_million.csv
11/10/2021 7:50,PHILADELPHIA,48,71,0,42,68,SUNNY,58,66,MOCLDY,afternoon,6_hundred_fifty_million.csv
11/10/2021 19:50,PHILADELPHIA,48,68,0,43,65,MOCLDY,58,67,SHWRS,afternoon,6_hundred_fifty_million.csv
11/11/2021 7:50,PHILADELPHIA,42,68,0,59,65,MOCLDY,45,66,SHWRS,afternoon,2_Fifty_million.csv
11/11/2021 19:50,PHILADELPHIA,42,67,0,57,66,SHWRS,44,59,SHWRS,afternoon,2_Fifty_million.csv
11/12/2021 7:50,PHILADELPHIA,54,67,0,45,66,SHWRS,36,59,SHWRS,afternoon,7_hundred_seventy_five_million.csv
11/12/2021 19:50,PHILADELPHIA,54,67,0.15,45,57,SHWRS,36,50,PTCLDY,afternoon,7_hundred_seventy_five_million.csv
11/13/2021 7:50,PHILADELPHIA,40,67,0.15,36,58,SHWRS,39,49,PTCLDY,afternoon,2_Fifty_million.csv
11/13/2021 10:22,PHILADELPHIA,40,67,0.15,36,58,SHWRS,39,49,PTCLDY,afternoon,2_Fifty_million.csv
11/13/2021 19:50,PHILADELPHIA,40,62,0,36,50,MOCLDY,39,50,PTCLDY,afternoon,2_Fifty_million.csv
11/14/2021 7:50,PHILADELPHIA,37,62,0,38,49,MOCLDY,35,50,PTCLDY,afternoon,4_hundred_million.csv
11/14/2021 19:50,PHILADELPHIA,37,49,0,38,49,PTCLDY,35,50,SUNNY,afternoon,4_hundred_million.csv
11/15/2021 7:50,PHILADELPHIA,38,49,0.01,35,50,PTCLDY,37,50,SUNNY,afternoon,6_hundred_fifty_million.csv
11/15/2021 19:50,PHILADELPHIA,38,49,0.01,34,49,SUNNY,37,61,PTCLDY,afternoon,6_hundred_fifty_million.csv
11/15/2021 20:26,PHILADELPHIA,38,49,0.01,34,49,SUNNY,37,61,PTCLDY,afternoon,6_hundred_fifty_million.csv
11/16/2021 7:50,PHILADELPHIA,34,49,0,35,49,SUNNY,50,62,PTCLDY,afternoon,4_hundred_million.csv
11/16/2021 19:50,PHILADELPHIA,34,50,0,33,61,PTCLDY,50,69,SHWRS,afternoon,4_hundred_million.csv
