date_and_time,city,previous_lo,previous_hi,previous_precip,today_lo,today_hi,today_outlook,tomorrow_lo,tomorrow_hi,tomorrow_outlook,email_period,source_file
1/30/2021 7:50,NASHVILLE,32,46,0,44,51,MOCLDY,34,56,SHWRS,afternoon,7_hundred_seventy_five_million.csv
1/30/2021 19:50,NASHVILLE,32,51,0.01,45,56,SHWRS,34,38,CLOUDY,afternoon,7_hundred_seventy_five_million.csv
1/31/2021 7:50,NASHVILLE,45,51,0.28,33,52,MOCLDY,27,38,SNOSHW,afternoon,7_hundred_seventy_five_million.csv
1/31/2021 19:50,NASHVILLE,45,57,0.27,33,38,RNSNOW,27,42,PTCLDY,afternoon,7_hundred_seventy_five_million.csv
2/1/2021 7:50,NASHVILLE,34,57,0.01,26,38,SNOSHW,24,42,PTCLDY,morning,5_hundred_twenty_five_million.csv
2/1/2021 19:50,NASHVILLE,34,41,0.02,28,40,PTCLDY,25,44,SUNNY,morning,5_hundred_twenty_five_million.csv
2/2/2021 7:50,NASHVILLE,29,41,0.01,26,42,PTCLDY,29,46,SUNNY,afternoon,4_hundred_million.csv
2/2/2021 19:50,NASHVILLE,29,42,0,26,44,SUNNY,29,54,SHWRS,afternoon,4_hundred_million.csv
2/3/2021 7:50,NASHVILLE,28,42,0,29,43,SUNNY,34,53,SHWRS,afternoon,4_hundred_million.csv
2/3/2021 19:50,NASHVILLE,27,46,0,28,55,SHWRS,32,47,SUNNY,afternoon,4_hundred_million.csv
2/4/2021 7:50,NASHVILLE,27,46,0,30,57,SHWRS,30,46,SUNNY,afternoon,7_hundred_seventy_five_million.csv
2/4/2021 19:50,NASHVILLE,27,55,0,30,47,SUNNY,30,50,MOCLDY,afternoon,7_hundred_seventy_five_million.csv
2/5/2021 7:50,NASHVILLE,31,55,0.16,32,49,SUNNY,31,51,MOCLDY,morning,5_hundred_twenty_five_million.csv
2/5/2021 19:50,NASHVILLE,30,50,0.16,32,50,MOCLDY,30,42,PTCLDY,morning,5_hundred_twenty_five_million.csv
2/6/2021 7:50,NASHVILLE,33,50,0,30,51,MOCLDY,27,40,MOCLDY,morning,5_hundred_twenty_five_million.csv
2/6/2021 19:53,NASHVILLE,33,50,0,29,40,MOCLDY,26,55,PTCLDY,morning,5_hundred_twenty_five_million.csv
2/7/2021 7:50,NASHVILLE,32,50,0.17,26,39,MOCLDY,41,54,PTCLDY,afternoon,8_two_hundred_million.csv
2/7/2021 19:50,NASHVILLE,31,37,0.17,26,53,PTCLDY,41,53,MOCLDY,afternoon,8_two_hundred_million.csv
2/8/2021 7:50,NASHVILLE,26,37,0,39,52,MOCLDY,40,54,MOCLDY,afternoon,4_hundred_million.csv
2/8/2021 19:50,NASHVILLE,26,49,0,37,51,SHWRS,39,55,SHWRS,afternoon,4_hundred_million.csv
2/9/2021 7:50,NASHVILLE,34,49,0,38,51,MOCLDY,34,50,SHWRS,afternoon,4_hundred_million.csv
2/9/2021 19:50,NASHVILLE,34,57,0,37,48,SHWRS,34,40,SHWRS,afternoon,4_hundred_million.csv
2/10/2021 7:50,NASHVILLE,40,57,0,33,48,RAIN,28,37,FZRAIN,afternoon,7_hundred_seventy_five_million.csv
2/10/2021 19:50,NASHVILLE,40,63,0,33,38,SHWRS,29,41,MOCLDY,afternoon,6_hundred_fifty_million.csv
2/11/2021 7:50,NASHVILLE,34,63,0.28,28,36,FZRAIN,30,42,CLOUDY,morning,5_hundred_twenty_five_million.csv
2/11/2021 19:50,NASHVILLE,34,34,0.36,30,38,CLOUDY,30,34,RNSNOW,morning,5_hundred_twenty_five_million.csv
2/12/2021 7:50,NASHVILLE,29,34,0.08,29,37,FOG,25,36,FZRAIN,afternoon,4_hundred_million.csv
2/12/2021 8:10,NASHVILLE,29,34,0.08,29,37,FOG,25,36,FZRAIN,afternoon,4_hundred_million.csv
2/12/2021 19:50,NASHVILLE,28,30,0,30,35,CLOUDY,26,34,RNSNOW,afternoon,4_hundred_million.csv
2/13/2021 7:50,NASHVILLE,28,30,0,25,33,CLOUDY,25,32,SLEET,afternoon,4_hundred_million.csv
2/13/2021 19:50,NASHVILLE,28,30,0,25,34,SLEET,26,31,RNSNOW,afternoon,4_hundred_million.csv
2/14/2021 7:50,NASHVILLE,23,30,0,25,30,NA,14,27,SNOW,afternoon,4_hundred_million.csv
2/15/2021 0:11,NASHVILLE,23,26,0,24,28,SNOW,16,24,MOCLDY,afternoon,4_hundred_million.csv
2/15/2021 0:15,NASHVILLE,23,26,0,24,28,SNOW,16,24,MOCLDY,afternoon,4_hundred_million.csv
2/15/2021 7:50,NASHVILLE,24,26,0.18,13,26,RNSNOW,14,24,CLOUDY,morning,5_hundred_twenty_five_million.csv
2/15/2021 8:07,NASHVILLE,24,26,0.18,13,26,RNSNOW,14,24,CLOUDY,morning,5_hundred_twenty_five_million.csv
2/15/2021 19:50,NASHVILLE,24,26,0.88,12,23,CLOUDY,14,35,RNSNOW,morning,5_hundred_twenty_five_million.csv
2/16/2021 7:50,NASHVILLE,12,26,0.75,14,22,MOCLDY,30,35,SNOSHW,morning,5_hundred_twenty_five_million.csv
2/16/2021 19:50,NASHVILLE,11,18,0.05,15,34,RNSNOW,29,33,RNSNOW,morning,5_hundred_twenty_five_million.csv
2/17/2021 7:50,NASHVILLE,15,18,0,28,31,SNOSHW,18,34,RNSNOW,afternoon,7_hundred_seventy_five_million.csv
2/17/2021 19:50,NASHVILLE,15,28,0.05,28,34,RNSNOW,19,32,MOCLDY,afternoon,7_hundred_seventy_five_million.csv
2/18/2021 7:50,NASHVILLE,28,28,0.28,18,32,RNSNOW,15,33,MOCLDY,afternoon,6_hundred_fifty_million.csv
2/18/2021 19:50,NASHVILLE,28,31,0.26,17,32,MOCLDY,14,40,SUNNY,afternoon,6_hundred_fifty_million.csv
2/19/2021 7:50,NASHVILLE,15,31,0.03,13,33,PTCLDY,24,41,SUNNY,afternoon,4_hundred_million.csv
2/19/2021 19:50,NASHVILLE,15,36,0,14,41,FOG,25,54,PTCLDY,afternoon,4_hundred_million.csv
2/20/2021 7:50,NASHVILLE,15,36,0,24,41,PTCLDY,39,55,SUNNY,afternoon,4_hundred_million.csv
2/20/2021 19:50,NASHVILLE,14,42,0,23,56,SUNNY,40,49,SHWRS,afternoon,4_hundred_million.csv
2/21/2021 7:50,NASHVILLE,24,42,0,40,54,PTCLDY,33,49,SHWRS,morning,5_hundred_twenty_five_million.csv
2/21/2021 19:50,NASHVILLE,24,56,0,40,50,SHWRS,33,60,SUNNY,morning,5_hundred_twenty_five_million.csv
2/22/2021 7:50,NASHVILLE,45,56,0.14,35,51,MOCLDY,38,61,SUNNY,morning,5_hundred_twenty_five_million.csv
2/22/2021 19:50,NASHVILLE,44,57,0.14,35,61,SUNNY,40,65,PTCLDY,morning,5_hundred_twenty_five_million.csv
2/23/2021 7:50,NASHVILLE,38,57,0,42,65,SUNNY,36,66,PTCLDY,morning,5_hundred_twenty_five_million.csv
2/23/2021 19:50,NASHVILLE,38,70,0,43,70,PTCLDY,37,54,MOCLDY,morning,5_hundred_twenty_five_million.csv
2/24/2021 7:50,NASHVILLE,43,70,0,37,71,SUNNY,35,54,PTCLDY,morning,5_hundred_twenty_five_million.csv
2/24/2021 19:50,NASHVILLE,43,75,0,37,56,PTCLDY,36,54,SHWRS,morning,5_hundred_twenty_five_million.csv
2/25/2021 7:50,NASHVILLE,42,75,0,39,59,SUNNY,50,56,SHWRS,afternoon,6_hundred_fifty_million.csv
2/25/2021 19:50,NASHVILLE,42,62,0,40,56,SHWRS,51,61,SHWRS,afternoon,7_hundred_seventy_five_million.csv
2/26/2021 7:50,NASHVILLE,46,62,0,51,57,SHWRS,58,64,SHWRS,afternoon,8_two_hundred_million.csv
2/26/2021 19:50,NASHVILLE,46,60,0.12,52,63,SHWRS,58,71,SHWRS,afternoon,8_two_hundred_million.csv
2/27/2021 7:50,NASHVILLE,55,60,0.84,58,65,SHWRS,45,73,SHWRS,afternoon,8_two_hundred_million.csv
2/27/2021 19:50,NASHVILLE,55,59,0.83,60,71,SHWRS,45,54,SHWRS,afternoon,8_two_hundred_million.csv
2/28/2021 7:50,NASHVILLE,56,59,0.97,44,75,SHWRS,34,54,SHWRS,afternoon,4_hundred_million.csv
2/28/2021 19:50,NASHVILLE,56,75,0.9,44,54,SHWRS,33,54,SHWRS,afternoon,4_hundred_million.csv
3/1/2021 7:50,NASHVILLE,47,75,1.17,32,53,MOCLDY,37,55,SHWRS,afternoon,7_hundred_seventy_five_million.csv
3/1/2021 19:50,NASHVILLE,44,48,1.13,32,53,PTCLDY,34,62,SUNNY,afternoon,7_hundred_seventy_five_million.csv
3/2/2021 7:50,NASHVILLE,35,48,0,32,53,PTCLDY,38,61,SUNNY,morning,5_hundred_twenty_five_million.csv
3/2/2021 19:50,NASHVILLE,35,55,0,31,62,SUNNY,37,65,SUNNY,morning,5_hundred_twenty_five_million.csv
3/3/2021 7:50,NASHVILLE,32,55,0,38,63,SUNNY,35,64,SUNNY,afternoon,4_hundred_million.csv
3/3/2021 19:50,NASHVILLE,32,64,0,37,67,SUNNY,35,56,PTCLDY,afternoon,4_hundred_million.csv
3/4/2021 7:50,NASHVILLE,36,64,0,35,67,SUNNY,33,56,PTCLDY,morning,5_hundred_twenty_five_million.csv
3/4/2021 19:50,NASHVILLE,36,69,0,35,55,PTCLDY,33,56,SUNNY,afternoon,6_hundred_fifty_million.csv
3/5/2021 7:50,NASHVILLE,37,69,0,32,54,MOCLDY,31,54,SUNNY,afternoon,7_hundred_seventy_five_million.csv
3/5/2021 19:50,NASHVILLE,37,50,0,33,57,SUNNY,32,60,SUNNY,afternoon,7_hundred_seventy_five_million.csv
3/6/2021 7:50,NASHVILLE,35,50,0,30,55,SUNNY,34,60,SUNNY,afternoon,4_hundred_million.csv
3/6/2021 19:50,NASHVILLE,35,56,0,30,60,SUNNY,34,66,SUNNY,afternoon,4_hundred_million.csv
3/6/2021 21:03,NASHVILLE,35,56,0,30,60,SUNNY,34,66,SUNNY,afternoon,4_hundred_million.csv
3/7/2021 7:50,NASHVILLE,29,56,0,33,61,SUNNY,38,68,SUNNY,afternoon,6_hundred_fifty_million.csv
3/7/2021 19:50,NASHVILLE,29,63,0,33,67,SUNNY,38,71,PTCLDY,afternoon,6_hundred_fifty_million.csv
3/8/2021 7:50,NASHVILLE,31,63,0,38,69,SUNNY,46,72,PTCLDY,morning,5_hundred_twenty_five_million.csv
3/8/2021 19:50,NASHVILLE,31,70,0,35,71,PTCLDY,47,72,MOCLDY,morning,5_hundred_twenty_five_million.csv
3/9/2021 7:50,NASHVILLE,36,70,0,49,72,PTCLDY,53,72,MOCLDY,afternoon,4_hundred_million.csv
3/9/2021 19:53,NASHVILLE,36,73,0,48,75,MOCLDY,59,78,MOCLDY,afternoon,4_hundred_million.csv
3/10/2021 7:53,NASHVILLE,48,73,0,58,76,MOCLDY,57,78,MOCLDY,morning,5_hundred_twenty_five_million.csv
3/10/2021 19:53,NASHVILLE,48,74,0,58,77,MOCLDY,59,73,RAIN,morning,5_hundred_twenty_five_million.csv
3/11/2021 7:53,NASHVILLE,60,74,0,58,78,MOCLDY,52,69,SHWRS,afternoon,6_hundred_fifty_million.csv
3/11/2021 19:53,NASHVILLE,60,76,0,58,69,SHWRS,52,64,SHWRS,afternoon,6_hundred_fifty_million.csv
3/12/2021 7:53,NASHVILLE,64,76,0,49,70,SHWRS,51,63,SHWRS,afternoon,4_hundred_million.csv
3/12/2021 19:53,NASHVILLE,64,69,0.16,51,58,SHWRS,52,71,MOCLDY,afternoon,4_hundred_million.csv
3/13/2021 7:53,NASHVILLE,53,69,0.26,51,59,SHWRS,52,68,SHWRS,afternoon,7_hundred_seventy_five_million.csv
3/13/2021 19:53,NASHVILLE,53,56,0.27,51,63,SHWRS,52,68,SHWRS,afternoon,7_hundred_seventy_five_million.csv
3/14/2021 8:53,NASHVILLE,53,56,0.17,52,64,MOCLDY,54,69,SHWRS,morning,5_hundred_twenty_five_million.csv
3/14/2021 20:53,NASHVILLE,53,67,0.01,52,71,TSTRMS,54,76,MOCLDY,morning,5_hundred_twenty_five_million.csv
3/15/2021 8:53,NASHVILLE,54,67,0.01,55,70,SHWRS,52,75,MOCLDY,afternoon,7_hundred_seventy_five_million.csv
3/15/2021 20:53,NASHVILLE,54,68,0.2,55,75,PTCLDY,53,70,SHWRS,afternoon,7_hundred_seventy_five_million.csv
3/16/2021 8:53,NASHVILLE,57,68,0.2,54,78,MOCLDY,56,71,TSTRMS,afternoon,4_hundred_million.csv
3/16/2021 20:53,NASHVILLE,57,79,0,54,71,TSTRMS,57,62,SHWRS,afternoon,4_hundred_million.csv
3/17/2021 8:53,NASHVILLE,58,79,0,57,71,TSTRMS,41,63,SHWRS,afternoon,4_hundred_million.csv
3/17/2021 20:53,NASHVILLE,58,66,0.52,56,61,SHWRS,41,54,MOCLDY,afternoon,4_hundred_million.csv
3/18/2021 8:53,NASHVILLE,61,66,1.23,40,61,SHWRS,35,53,MOCLDY,afternoon,7_hundred_seventy_five_million.csv
3/18/2021 20:53,NASHVILLE,61,61,0.72,41,53,MOCLDY,35,63,SUNNY,afternoon,7_hundred_seventy_five_million.csv
3/19/2021 8:53,NASHVILLE,43,61,0.01,35,54,MOCLDY,37,63,SUNNY,morning,5_hundred_twenty_five_million.csv
3/19/2021 20:53,NASHVILLE,42,54,0,35,63,SUNNY,36,66,SUNNY,morning,5_hundred_twenty_five_million.csv
3/20/2021 8:53,NASHVILLE,40,54,0,36,65,SUNNY,45,66,SUNNY,morning,5_hundred_twenty_five_million.csv
3/20/2021 20:53,NASHVILLE,40,67,0,36,66,SUNNY,44,72,PTCLDY,morning,5_hundred_twenty_five_million.csv
3/21/2021 8:53,NASHVILLE,33,67,0,45,69,PTCLDY,54,72,PTCLDY,afternoon,4_hundred_million.csv
3/21/2021 20:53,NASHVILLE,33,69,0,45,72,PTCLDY,55,68,SHWRS,afternoon,4_hundred_million.csv
3/22/2021 8:53,NASHVILLE,47,69,0,55,72,MOCLDY,58,68,TSTRMS,morning,5_hundred_twenty_five_million.csv
3/22/2021 20:53,NASHVILLE,47,71,0,53,67,SHWRS,57,73,MOCLDY,morning,5_hundred_twenty_five_million.csv
3/23/2021 8:53,NASHVILLE,57,71,0,57,70,SHWRS,59,74,MOCLDY,afternoon,4_hundred_million.csv
3/23/2021 20:53,NASHVILLE,57,67,0,57,74,SHWRS,58,69,TSTRMS,afternoon,4_hundred_million.csv
3/24/2021 8:53,NASHVILLE,57,67,0,57,75,MOCLDY,53,73,TSTRMS,morning,5_hundred_twenty_five_million.csv
3/24/2021 20:53,NASHVILLE,57,77,0,57,73,TSTRMS,53,70,PTCLDY,morning,5_hundred_twenty_five_million.csv
3/25/2021 8:53,NASHVILLE,54,77,0.11,49,74,TSTRMS,49,69,PTCLDY,morning,5_hundred_twenty_five_million.csv
3/25/2021 20:53,NASHVILLE,54,73,0.86,51,68,PTCLDY,48,73,TSTRMS,morning,5_hundred_twenty_five_million.csv
3/26/2021 8:53,NASHVILLE,51,73,1.65,49,69,PTCLDY,60,73,TSTRMS,afternoon,4_hundred_million.csv
3/26/2021 20:53,NASHVILLE,51,74,0.9,50,73,TSTRMS,60,65,SHWRS,afternoon,4_hundred_million.csv
3/27/2021 8:53,NASHVILLE,53,74,0,57,73,TSTRMS,38,63,TSTRMS,afternoon,4_hundred_million.csv
3/27/2021 20:53,NASHVILLE,53,64,1.27,57,61,SHWRS,38,64,SUNNY,afternoon,4_hundred_million.csv
3/28/2021 8:53,NASHVILLE,58,64,6.75,36,61,SHWRS,44,64,SUNNY,afternoon,4_hundred_million.csv
3/28/2021 20:53,NASHVILLE,56,63,5.48,36,63,SUNNY,44,75,SUNNY,afternoon,4_hundred_million.csv
3/29/2021 8:54,NASHVILLE,36,63,0,43,62,SUNNY,49,74,SUNNY,afternoon,4_hundred_million.csv
3/29/2021 20:53,NASHVILLE,36,65,0,43,75,SUNNY,51,54,SHWRS,afternoon,4_hundred_million.csv
3/30/2021 20:53,NASHVILLE,45,77,0,50,53,SHWRS,32,52,SUNNY,morning,5_hundred_twenty_five_million.csv
3/31/2021 8:53,NASHVILLE,51,77,1.37,31,53,SHWRS,26,49,SUNNY,afternoon,4_hundred_million.csv
3/31/2021 20:53,NASHVILLE,49,54,1.37,30,50,SUNNY,26,52,SUNNY,afternoon,4_hundred_million.csv
4/1/2021 8:53,NASHVILLE,35,54,0,27,49,SUNNY,30,52,SUNNY,afternoon,4_hundred_million.csv
4/1/2021 20:53,NASHVILLE,35,49,0,26,55,SUNNY,30,64,SUNNY,afternoon,4_hundred_million.csv
4/2/2021 8:53,NASHVILLE,30,49,0,30,54,SUNNY,39,64,SUNNY,afternoon,7_hundred_seventy_five_million.csv
4/2/2021 20:50,NASHVILLE,30,53,0,31,64,SUNNY,40,70,SUNNY,afternoon,7_hundred_seventy_five_million.csv
4/3/2021 8:50,NASHVILLE,32,53,0,39,63,SUNNY,45,70,SUNNY,afternoon,7_hundred_seventy_five_million.csv
4/3/2021 20:50,NASHVILLE,32,66,0,38,73,SUNNY,45,75,SUNNY,afternoon,7_hundred_seventy_five_million.csv
4/4/2021 8:50,NASHVILLE,39,66,0,45,73,SUNNY,51,75,SUNNY,morning,5_hundred_twenty_five_million.csv
4/4/2021 20:50,NASHVILLE,39,75,0,47,76,SUNNY,53,77,PTCLDY,morning,5_hundred_twenty_five_million.csv
4/5/2021 8:50,NASHVILLE,47,75,0,53,77,SUNNY,56,79,PTCLDY,afternoon,4_hundred_million.csv
4/5/2021 20:50,NASHVILLE,47,79,0,53,78,PTCLDY,57,77,SHWRS,afternoon,4_hundred_million.csv
4/6/2021 8:50,NASHVILLE,55,79,0,57,80,PTCLDY,59,78,TSTRMS,morning,5_hundred_twenty_five_million.csv
4/6/2021 20:50,NASHVILLE,55,81,0,58,80,SHWRS,60,76,SHWRS,morning,5_hundred_twenty_five_million.csv
4/7/2021 8:50,NASHVILLE,58,81,0,61,81,TSTRMS,55,75,SHWRS,morning,5_hundred_twenty_five_million.csv
4/7/2021 20:50,NASHVILLE,58,82,0,61,75,SHWRS,55,81,TSTRMS,morning,5_hundred_twenty_five_million.csv
4/8/2021 8:50,NASHVILLE,59,82,0.45,55,76,SHWRS,61,81,SHWRS,afternoon,8_two_hundred_million.csv
4/9/2021 8:50,NASHVILLE,52,77,0.02,61,82,TSTRMS,50,74,SHWRS,afternoon,6_hundred_fifty_million.csv
4/9/2021 20:50,NASHVILLE,52,84,0,62,74,TSTRMS,49,73,SUNNY,afternoon,6_hundred_fifty_million.csv
4/10/2021 8:50,NASHVILLE,62,84,0.04,48,75,SHWRS,52,73,SUNNY,morning,5_hundred_twenty_five_million.csv
4/10/2021 20:50,NASHVILLE,62,72,0.2,49,73,SUNNY,51,80,SUNNY,morning,5_hundred_twenty_five_million.csv
4/11/2021 8:50,NASHVILLE,50,72,0.16,50,74,SUNNY,50,80,SUNNY,afternoon,4_hundred_million.csv
4/11/2021 20:50,NASHVILLE,50,73,0,50,77,SUNNY,52,69,MOCLDY,afternoon,4_hundred_million.csv
4/12/2021 8:50,NASHVILLE,50,73,0,53,78,SUNNY,51,72,SHWRS,afternoon,4_hundred_million.csv
4/12/2021 20:50,NASHVILLE,50,79,0,52,73,MOCLDY,51,66,SHWRS,afternoon,4_hundred_million.csv
4/13/2021 8:50,NASHVILLE,53,79,0,53,73,SHWRS,42,62,SHWRS,afternoon,4_hundred_million.csv
4/13/2021 20:50,NASHVILLE,53,74,0,54,62,SHWRS,44,63,SUNNY,afternoon,4_hundred_million.csv
4/14/2021 8:50,NASHVILLE,53,74,0,45,64,SHWRS,42,63,SUNNY,afternoon,4_hundred_million.csv
4/14/2021 9:27,NASHVILLE,53,74,0,45,64,SHWRS,42,63,SUNNY,afternoon,4_hundred_million.csv
4/14/2021 20:50,NASHVILLE,53,61,0,46,64,SUNNY,41,66,MOCLDY,afternoon,4_hundred_million.csv
4/15/2021 8:50,NASHVILLE,49,61,0,42,63,PTCLDY,47,65,MOCLDY,afternoon,4_hundred_million.csv
4/15/2021 20:50,NASHVILLE,49,64,0,41,66,MOCLDY,48,63,SHWRS,afternoon,4_hundred_million.csv
4/16/2021 8:50,NASHVILLE,40,64,0,49,66,MOCLDY,44,64,MOCLDY,morning,5_hundred_twenty_five_million.csv
4/16/2021 20:50,NASHVILLE,40,66,0,49,64,SHWRS,44,66,TSTRMS,morning,5_hundred_twenty_five_million.csv
4/17/2021 8:50,NASHVILLE,52,66,0,44,66,MOCLDY,46,68,MOCLDY,afternoon,6_hundred_fifty_million.csv
4/17/2021 20:50,NASHVILLE,52,65,0,44,67,TSTRMS,46,71,PTCLDY,afternoon,6_hundred_fifty_million.csv
4/18/2021 8:50,NASHVILLE,42,65,0,46,66,PTCLDY,47,70,PTCLDY,afternoon,4_hundred_million.csv
4/18/2021 20:50,NASHVILLE,42,65,0,46,71,PTCLDY,46,74,SUNNY,afternoon,4_hundred_million.csv
4/19/2021 8:50,NASHVILLE,44,65,0.01,46,70,PTCLDY,37,74,SUNNY,morning,5_hundred_twenty_five_million.csv
4/19/2021 20:50,NASHVILLE,44,72,0.01,47,73,SUNNY,37,54,MOCLDY,morning,5_hundred_twenty_five_million.csv
4/20/2021 8:50,NASHVILLE,43,72,0,38,74,SUNNY,36,55,MOCLDY,afternoon,6_hundred_fifty_million.csv
4/20/2021 20:50,NASHVILLE,43,75,0,38,55,MOCLDY,36,62,PTCLDY,afternoon,6_hundred_fifty_million.csv
4/21/2021 8:50,NASHVILLE,36,75,0.08,36,54,MOCLDY,43,62,PTCLDY,morning,5_hundred_twenty_five_million.csv
4/21/2021 20:50,NASHVILLE,36,54,0.08,37,62,PTCLDY,42,67,MOCLDY,morning,5_hundred_twenty_five_million.csv
4/22/2021 8:50,NASHVILLE,35,54,0,42,61,PTCLDY,52,68,MOCLDY,afternoon,6_hundred_fifty_million.csv
4/22/2021 20:50,NASHVILLE,35,63,0,40,65,MOCLDY,51,66,SHWRS,afternoon,6_hundred_fifty_million.csv
4/23/2021 8:50,NASHVILLE,44,63,0,51,66,RAIN,49,64,SHWRS,afternoon,8_two_hundred_million.csv
4/23/2021 20:50,NASHVILLE,44,63,0.07,50,65,TSTRMS,49,72,PTCLDY,afternoon,8_two_hundred_million.csv
4/24/2021 8:50,NASHVILLE,51,63,0.27,49,62,SHWRS,48,72,PTCLDY,morning,5_hundred_twenty_five_million.csv
4/24/2021 20:50,NASHVILLE,51,67,0.34,47,69,MOCLDY,46,81,SUNNY,morning,5_hundred_twenty_five_million.csv
4/25/2021 8:50,NASHVILLE,53,67,0.14,47,71,PTCLDY,57,81,SUNNY,afternoon,8_two_hundred_million.csv
4/25/2021 20:50,NASHVILLE,53,72,0,47,80,SUNNY,58,85,PTCLDY,afternoon,8_two_hundred_million.csv
4/26/2021 8:50,NASHVILLE,45,72,0,58,80,SUNNY,64,85,SUNNY,afternoon,7_hundred_seventy_five_million.csv
4/26/2021 20:50,NASHVILLE,45,80,0,58,84,SUNNY,64,84,MOCLDY,afternoon,7_hundred_seventy_five_million.csv
4/27/2021 8:50,NASHVILLE,61,80,0,65,85,SUNNY,65,83,MOCLDY,afternoon,6_hundred_fifty_million.csv
4/27/2021 20:50,NASHVILLE,61,84,0,66,84,TSTRMS,67,79,TSTRMS,afternoon,6_hundred_fifty_million.csv
4/28/2021 8:50,NASHVILLE,65,84,0,66,82,TSTRMS,54,80,SHWRS,afternoon,4_hundred_million.csv
4/28/2021 20:50,NASHVILLE,65,74,0.72,66,80,SHWRS,55,75,PTCLDY,afternoon,4_hundred_million.csv
4/29/2021 8:50,NASHVILLE,64,74,0.72,53,78,SHWRS,48,74,PTCLDY,morning,5_hundred_twenty_five_million.csv
4/29/2021 20:50,NASHVILLE,64,71,0.47,54,75,SUNNY,49,77,SUNNY,morning,5_hundred_twenty_five_million.csv
4/30/2021 8:50,NASHVILLE,51,71,0.48,49,75,SUNNY,56,78,SUNNY,morning,5_hundred_twenty_five_million.csv
4/30/2021 20:50,NASHVILLE,51,78,0.01,48,79,SUNNY,57,78,SHWRS,morning,5_hundred_twenty_five_million.csv
5/1/2021 8:50,NASHVILLE,48,78,0,56,79,SUNNY,63,77,SHWRS,morning,5_hundred_twenty_five_million.csv
5/1/2021 20:50,NASHVILLE,48,80,0,56,76,SHWRS,63,81,SHWRS,morning,5_hundred_twenty_five_million.csv
5/2/2021 8:50,NASHVILLE,56,80,0,62,77,SHWRS,66,81,SHWRS,afternoon,4_hundred_million.csv
5/2/2021 20:50,NASHVILLE,56,74,0.03,63,83,TSTRMS,67,81,TSTRMS,afternoon,4_hundred_million.csv
5/3/2021 8:50,NASHVILLE,65,74,1.62,66,81,SHWRS,56,82,SHWRS,morning,5_hundred_twenty_five_million.csv
5/3/2021 20:50,NASHVILLE,65,82,2,67,80,TSTRMS,55,69,PTCLDY,morning,5_hundred_twenty_five_million.csv
5/4/2021 8:50,NASHVILLE,66,82,0.73,55,80,TSTRMS,47,70,PTCLDY,afternoon,8_two_hundred_million.csv
5/4/2021 20:50,NASHVILLE,66,80,0.53,56,70,MOCLDY,47,70,TSTRMS,afternoon,8_two_hundred_million.csv
5/5/2021 8:50,NASHVILLE,58,80,0.72,47,69,MOCLDY,47,70,TSTRMS,afternoon,4_hundred_million.csv
5/5/2021 20:50,NASHVILLE,57,68,0.51,47,71,TSTRMS,45,69,SUNNY,afternoon,4_hundred_million.csv
5/6/2021 8:50,NASHVILLE,45,68,0,46,69,TSTRMS,50,68,SUNNY,morning,5_hundred_twenty_five_million.csv
5/6/2021 20:50,NASHVILLE,45,72,0.28,46,70,SUNNY,51,65,SHWRS,morning,5_hundred_twenty_five_million.csv
5/7/2021 8:50,NASHVILLE,47,72,0.28,51,69,SUNNY,56,67,SHWRS,afternoon,8_two_hundred_million.csv
5/7/2021 20:50,NASHVILLE,47,71,0,51,65,SHWRS,56,77,SHWRS,afternoon,8_two_hundred_million.csv
5/8/2021 8:50,NASHVILLE,55,71,0,57,67,SHWRS,53,78,TSTRMS,morning,5_hundred_twenty_five_million.csv
5/8/2021 20:50,NASHVILLE,55,68,0,57,78,SHWRS,49,63,MOCLDY,morning,5_hundred_twenty_five_million.csv
5/9/2021 8:50,NASHVILLE,55,68,0,50,76,TSTRMS,48,63,MOCLDY,afternoon,7_hundred_seventy_five_million.csv
5/9/2021 20:50,NASHVILLE,55,71,0.38,49,65,MOCLDY,46,70,PTCLDY,afternoon,7_hundred_seventy_five_million.csv
5/10/2021 8:50,NASHVILLE,50,71,0.43,48,66,MOCLDY,48,69,PTCLDY,afternoon,4_hundred_million.csv
5/10/2021 20:50,NASHVILLE,49,60,0.05,46,69,PTCLDY,48,66,MOCLDY,afternoon,4_hundred_million.csv
5/11/2021 8:50,NASHVILLE,45,60,0,48,69,MOCLDY,45,66,MOCLDY,afternoon,6_hundred_fifty_million.csv
5/11/2021 20:50,NASHVILLE,45,72,0,49,65,MOCLDY,46,70,PTCLDY,afternoon,6_hundred_fifty_million.csv
5/12/2021 8:50,NASHVILLE,53,72,0.01,46,66,SUNNY,46,70,SUNNY,afternoon,4_hundred_million.csv
5/12/2021 20:50,NASHVILLE,53,69,0.01,45,69,PTCLDY,45,73,SUNNY,afternoon,4_hundred_million.csv
5/13/2021 8:50,NASHVILLE,44,69,0,45,70,SUNNY,49,73,SUNNY,afternoon,6_hundred_fifty_million.csv
5/13/2021 20:50,NASHVILLE,44,72,0,46,73,SUNNY,49,77,PTCLDY,afternoon,6_hundred_fifty_million.csv
5/13/2021 21:43,NASHVILLE,44,72,0,46,73,SUNNY,49,77,PTCLDY,afternoon,6_hundred_fifty_million.csv
5/14/2021 8:50,NASHVILLE,42,72,0,49,74,SUNNY,58,76,PTCLDY,afternoon,8_two_hundred_million.csv
